Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12M 2019,4706329182.000000,-2052816739.000000,2653512443.000000,-1751594921.000000,-112610672.000000,-1638984249.000000,-1751594921.000000,901917522.000000,15486480.000000,,,15486480.000000,15486480.000000,917404002.000000,,,,,917404002.000000,,917404002.000000,917404002.000000,917404002.000000,,917404002.000000,917404002.000000,917404002.000000,,917404002.000000
12M 2020,16039916306.000000,-6760694135.000000,9279222171.000000,-4412404016.000000,-839175152.000000,-3573228864.000000,-4412404016.000000,4866818155.000000,222780332.000000,,,222780332.000000,222780332.000000,5089598487.000000,22200536.000000,,22200536.000000,22200536.000000,5111799023.000000,,5111799023.000000,5111799023.000000,2617221304.000000,2494577719.000000,5111799023.000000,5111799023.000000,2617221304.000000,2494577719.000000,5111799023.000000
12M 2021,26773651713.000000,-17117120215.000000,9656531498.000000,-7515420555.000000,-1679208367.000000,-5836212188.000000,-7515420555.000000,2141110943.000000,51541747.000000,-422359.000000,,51964106.000000,51541747.000000,2192652690.000000,-401347012.000000,-439789536.000000,38442524.000000,-401347012.000000,1791305678.000000,-21319785.000000,1769985893.000000,1791305678.000000,1240284189.000000,551021489.000000,1791305678.000000,1769985893.000000,1245816159.000000,524169734.000000,1769985893.000000
12M 2022,44703763905.000000,-26940794934.000000,17762968971.000000,-14702383048.000000,-1933904320.000000,-12768478728.000000,-14702383048.000000,3060585923.000000,-891352302.000000,-936939742.000000,217580222.000000,-171992782.000000,-891352302.000000,2169233621.000000,-454043394.000000,-454043394.000000,,-454043394.000000,1740384582.000000,31746174.000000,1772130756.000000,1740384582.000000,1674812083.000000,65572499.000000,1740384582.000000,1772130756.000000,1702724978.000000,69405778.000000,1772130756.000000
12M 2023,83820417360.000000,-60796780291.000000,23023637069.000000,-21178073651.000000,-4989351683.000000,-16188721968.000000,-21178073651.000000,1845563418.000000,-1228744106.000000,-2006753535.000000,40122559.000000,737886870.000000,-1228744106.000000,616819312.000000,-472378107.000000,-472378107.000000,,-472378107.000000,787866207.000000,-101656097.000000,686210110.000000,787866207.000000,1354885365.000000,-567019158.000000,787866207.000000,686210110.000000,1253229268.000000,-567019158.000000,686210110.000000
12M 2024,114863286774.000000,-90189545354.000000,24673741420.000000,-22385201406.000000,-3935081588.000000,-18450119818.000000,-22385201406.000000,2288540014.000000,-1397005961.000000,-2418296371.000000,421344812.000000,599945598.000000,-1397005961.000000,891534053.000000,-215321674.000000,-215321674.000000,,-215321674.000000,676212379.000000,231053162.000000,907265541.000000,676212379.000000,1052087588.000000,-375875209.000000,676212379.000000,907265541.000000,1264470777.000000,-357205236.000000,907265541.000000
