Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2019,11.47,11.47,0.0,1.86,0.0,0.0,0.0,0.0,0.86
12M 2020,8.02,6.84,0.0,2.06,0.0,0.0,-0.66,0.0,0.35
12M 2021,3.69,3.35,0.01,1.2,0.0,0.0,-0.09,0.01,0.1
12M 2022,6.33,6.25,0.06,1.1,0.0,0.0,-0.02,0.06,0.08
12M 2023,3.1,3.08,0.07,1.24,0.0,0.0,0.05,0.06,0.21
12M 2024,3.01,2.99,0.12,1.28,0.0,0.0,0.09,0.09,0.24
