Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,,,,0.00
12M 2019,1 B,(1 B),0 B,234.25
12M 2020,5 B,(3 B),2 B,2260.96
12M 2021,2 B,(1 B),0 B,0.16
12M 2022,2 B,(19 B),(16 B),-3.82
12M 2023,(5 B),(2 B),(7 B),-1.61
12M 2024,(10 B),(1 B),(11 B),-2.64
