Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,35 B,,35 B,6.59
12M 2017,(7 B),,(7 B),-1.35
12M 2018,157 B,(35 B),122 B,23.14
12M 2019,248 B,(77 B),171 B,32.33
12M 2020,226 B,(2 B),224 B,42.35
12M 2021,303 B,(107 B),197 B,37.26
12M 2022,125 B,(3 B),121 B,22.98
12M 2023,(16 B),(15 B),(31 B),-5.79
12M 2024,309 B,(26 B),283 B,53.60
