Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Wesel Bayar,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Wesel Bayar,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,11963915242.000000,543978327383.000000,497173267740.000000,46805059643.000000,543978327383.000000,1554032284.000000,1554032284.000000,,1554032284.000000,279864954969.000000,45922533009.000000,883283762887.000000,,9934741941.000000,764553458777.000000,,62751728694.000000,837239929412.000000,1720523692299.000000,,,933084971901.000000,491297090417.000000,,302557094559.000000,4882334629.000000,307439429188.000000,,34856041184.000000,,34856041184.000000,5561633146.000000,4842158891.000000,,81659421821.000000,4619690310.000000,2800252716.000000,9254228.000000,,89088619075.000000,,933084971901.000000,260062727130.000000,,134583432846.000000,9470894261.000000,1553001042.000000,74980669260.000000,39474729721.000000,260062727130.000000,,260062727130.000000,1193147699031.000000,,115000000000.000000,,141481154187.000000,,141481154187.000000,141481154187.000000,,270894839081.000000,527375993268.000000,1720523692299.000000,1150000.000000
12M 2019,,,20797275825.000000,507056918504.000000,507056918504.000000,,507056918504.000000,2075482350.000000,2075482350.000000,,2075482350.000000,246381316459.000000,78466729350.000000,854777722488.000000,,8784935968.000000,822546923202.000000,,9431690619.000000,840763549789.000000,1695541272277.000000,,,824715171026.000000,531219742854.000000,,205453066473.000000,,205453066473.000000,,18276975326.000000,,18276975326.000000,7063711205.000000,3002625046.000000,,52557092725.000000,6039340730.000000,1102616667.000000,,,59699050122.000000,,824715171026.000000,195647257913.000000,,153206509143.000000,6773811275.000000,791431666.000000,,34875505829.000000,195647257913.000000,,195647257913.000000,1020362428939.000000,,340000000000.000000,56081892176.000000,36821273644.000000,2000000000.000000,34821273644.000000,36821273644.000000,,242275677518.000000,675178843338.000000,1695541272277.000000,3400000000.000000
12M 2020,,,12161529024.000000,449994587420.000000,449994587420.000000,,449994587420.000000,115120192.000000,115120192.000000,,115120192.000000,255535621738.000000,55326356703.000000,773133215077.000000,,32824758931.000000,828456313132.000000,3919395900.000000,34182060427.000000,899382528390.000000,1672515743467.000000,,,759014198368.000000,474987951793.000000,,205587954168.000000,,205587954168.000000,,3802415604.000000,,3802415604.000000,13307907538.000000,9634646625.000000,,44501105898.000000,4510854663.000000,545890141.000000,,1473529959.000000,51031380661.000000,661941979.000000,759014198368.000000,180123667456.000000,,154666829832.000000,2290760615.000000,346328530.000000,,22819748479.000000,180123667456.000000,,180123667456.000000,939137865824.000000,,340000000500.000000,56081893676.000000,97529249189.000000,3000000000.000000,94529249189.000000,97529249189.000000,,239766734278.000000,733377877643.000000,1672515743467.000000,3400000005.000000
12M 2021,,,18695934690.000000,529978300829.000000,529978300829.000000,,529978300829.000000,58279929.000000,58279929.000000,,58279929.000000,384987681218.000000,99922716213.000000,1033642912879.000000,,25251915768.000000,819645497956.000000,3254355108.000000,26846824196.000000,874998593028.000000,1908641505907.000000,,,951105516740.000000,523447579909.000000,,327199414323.000000,,327199414323.000000,,5667572027.000000,,5667572027.000000,12941647566.000000,23156948858.000000,,53096675683.000000,2838072359.000000,808922289.000000,,1613761272.000000,58357431603.000000,334922454.000000,951105516740.000000,130833979566.000000,,118444542738.000000,2631305519.000000,1500337604.000000,,8257793705.000000,130833979566.000000,,130833979566.000000,1081939496306.000000,,340138124600.000000,56496265976.000000,188266307194.000000,4000000000.000000,184266307194.000000,188266307194.000000,,241801311831.000000,826702009601.000000,1908641505907.000000,3401381246.000000
12M 2022,,,2726541549.000000,484313747364.000000,484313747364.000000,,484313747364.000000,92173703.000000,92173703.000000,,92173703.000000,382259309132.000000,73923790710.000000,943315562458.000000,,19465200121.000000,1024913209712.000000,2374455790.000000,34330489272.000000,1081083354895.000000,2024398917353.000000,,,895664057774.000000,585749417402.000000,,212460462343.000000,,212460462343.000000,,23684528205.000000,,23684528205.000000,8698539861.000000,6080916932.000000,,54636732132.000000,2255350971.000000,832675823.000000,,857901827.000000,58582660753.000000,407532278.000000,895664057774.000000,170334381864.000000,,158413055698.000000,5050898815.000000,1628557003.000000,,5241870348.000000,170334381864.000000,,170334381864.000000,1065998439638.000000,,341808529000.000000,61507479176.000000,224335945307.000000,5000000000.000000,219335945307.000000,224335945307.000000,,330748524232.000000,958400477715.000000,2024398917353.000000,3418085290.000000
12M 2023,,,6723909757.000000,365777202173.000000,365777202173.000000,,365777202173.000000,157947762.000000,157947762.000000,,157947762.000000,322727909167.000000,57367654534.000000,752754623393.000000,,15912724582.000000,1065226128198.000000,1640345176.000000,55413129994.000000,1138192327950.000000,1890946951343.000000,,,823563476419.000000,477184154733.000000,,214285468223.000000,,214285468223.000000,,11590942866.000000,30000000000.000000,41590942866.000000,20965370209.000000,3291809763.000000,,54549243296.000000,4801846068.000000,1524659572.000000,,4847212172.000000,65722961108.000000,522769517.000000,823563476419.000000,140337701257.000000,,127855498837.000000,3886823757.000000,1393179177.000000,,7202199486.000000,140337701257.000000,,140337701257.000000,963901177676.000000,,341808529000.000000,61507479176.000000,195165704823.000000,6000000000.000000,189165704823.000000,195165704823.000000,,328564060669.000000,927045773668.000000,1890946951344.000000,3418085290.000000
12M 2024,,,9707137311.000000,384670630646.000000,384670630646.000000,,384670630646.000000,98775266.000000,98775266.000000,,98775266.000000,348193805111.000000,141899529070.000000,884569877404.000000,,15891653085.000000,1118309537137.000000,514374922.000000,37325801268.000000,1172041366412.000000,2056611243816.000000,,,882650597408.000000,572383312151.000000,,219780596147.000000,,219780596147.000000,,11844640364.000000,,11844640364.000000,16609015186.000000,3760532255.000000,,41836592517.000000,6326258453.000000,6259454813.000000,,3120906280.000000,57543212063.000000,729289242.000000,882650597408.000000,229363306119.000000,,218400840881.000000,131416446.000000,3794993483.000000,,7036055309.000000,229363306119.000000,,229363306119.000000,1112013903527.000000,,341808529000.000000,61507479176.000000,210720705325.000000,7000000000.000000,203720705325.000000,210720705325.000000,,330560626788.000000,944597340289.000000,2056611243816.000000,3418085290.000000
