Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,3.07,1360.46,3.07,1360.46,94 B,172 B,265 B,"(3,481 B)","4,993 B"
12M 2009,4.39,1719.24,4.39,1719.24,91 B,133 B,225 B,"(3,185 B)","5,912 B"
12M 2010,4.67,-22.48,4.67,2024.18,87 B,682 B,769 B,"(2,896 B)","4,826 B"
12M 2011,4.70,2438.60,4.70,2438.60,78 B,"1,887 B","1,964 B","(1,411 B)","4,757 B"
12M 2012,5.42,2924.60,5.75,2755.50,628 B,"3,236 B","3,864 B",842 B,"3,406 B"
12M 2013,4.02,3520.61,4.26,3325.30,840 B,"3,255 B","4,095 B",25 B,"4,674 B"
12M 2014,4.00,4053.27,4.19,3867.19,598 B,"3,327 B","3,925 B","(1,001 B)","6,375 B"
12M 2015,2.56,4454.09,2.67,4262.86,846 B,"3,166 B","4,012 B",48 B,"3,940 B"
12M 2016,1.87,4895.07,1.89,4864.85,"1,811 B","4,456 B","6,267 B","3,432 B","2,221 B"
12M 2017,2.03,4874.80,2.03,4872.40,"1,921 B","8,146 B","10,066 B","6,428 B","4,998 B"
12M 2018,2.19,0.00,2.19,5257.79,"1,724 B","8,348 B","10,072 B","4,826 B","7,805 B"
12M 2019,2.21,5441.58,2.54,4723.37,"3,292 B","25,336 B","28,628 B","24,677 B","4,418 B"
12M 2020,2.16,5761.32,2.44,5093.42,"2,110 B","22,511 B","24,621 B","21,691 B","4,058 B"
12M 2021,1.12,6493.02,1.24,5844.76,"3,984 B","15,278 B","19,262 B","16,307 B","1,553 B"
12M 2022,1.04,6331.62,1.14,5760.87,"1,274 B","13,685 B","14,959 B","8,952 B","5,818 B"
12M 2023,1.00,6407.65,1.09,5861.09,"5,193 B","8,824 B","14,017 B","7,077 B","3,671 B"
12M 2024,0.51,6483.19,0.55,5956.61,"2,157 B","7,128 B","9,285 B","5,626 B","3,280 B"
