Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Tanaman Perkebunan,Tanaman Telah Menghasilkan,Tanaman Belum Menghasilkan,Pembibitan,Total Tanaman Perkebunan,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,112248585074.000000,37225377039.000000,28716469040.000000,8508907999.000000,37225377039.000000,5936328176.000000,2894248776.000000,3042079400.000000,5936328176.000000,240681072022.000000,55266851348.000000,451358213659.000000,,329635362914.000000,215037462350.000000,104962587575.000000,9635312989.000000,329635362914.000000,8553749328.000000,672191000915.000000,1010380113157.000000,1461738326816.000000,,,358633523517.000000,174328622000.000000,,77117580409.000000,,77117580409.000000,,2173986472.000000,,2173986472.000000,16713768927.000000,2603880070.000000,,67500000000.000000,17592829807.000000,85092829807.000000,602855832.000000,358633523517.000000,654713606074.000000,,612545784955.000000,4645991627.000000,,617191776582.000000,22643570298.000000,14878259194.000000,654713606074.000000,1013347129591.000000,,50000000000.000000,11445320975.000000,385025973423.000000,,,385025973423.000000,1919902827.000000,448391197225.000000,1461738326816.000000,5000.000000
12M 2020,,,58529117826.000000,75142687740.000000,65915999596.000000,9226688144.000000,75142687740.000000,1447274831.000000,1447274831.000000,,1447274831.000000,222665009797.000000,67188014765.000000,424972104959.000000,,364956609140.000000,212296525635.000000,142969030913.000000,9691052592.000000,364956609140.000000,803449288.000000,641608970878.000000,1007369029306.000000,1432341134265.000000,,,294546032455.000000,133900000000.000000,,47078014295.000000,,47078014295.000000,,2331742254.000000,,2331742254.000000,14892240367.000000,12904095043.000000,,67500000000.000000,3978196165.000000,71478196165.000000,11961744331.000000,294546032455.000000,611104720367.000000,,547997906998.000000,489561978.000000,,548487468976.000000,31570265987.000000,31046985404.000000,611104720367.000000,905650752822.000000,,62500000000.000000,35765439392.000000,426303461005.000000,,,426303461005.000000,2121481046.000000,526690381443.000000,1432341134265.000000,781250000.000000
12M 2021,,,60482102407.000000,56434044537.000000,47335218012.000000,9098826525.000000,56434044537.000000,1707869615.000000,1487869615.000000,220000000.000000,1707869615.000000,234273485043.000000,96296225812.000000,449193727414.000000,,376613575743.000000,213127174582.000000,152977307832.000000,10509093329.000000,376613575743.000000,,672817208046.000000,1049430783789.000000,1498624511203.000000,,,285885268451.000000,111900000000.000000,,29927335133.000000,,29927335133.000000,,5815455267.000000,1372155731.000000,7187610998.000000,16527396796.000000,35220885906.000000,,83333333333.000000,1394284970.000000,84727618303.000000,394421315.000000,285885268451.000000,577643255049.000000,,517414454144.000000,2481842427.000000,216110094.000000,520112406665.000000,51014916120.000000,6515932264.000000,577643255049.000000,863528523500.000000,,62500000000.000000,35765439392.000000,534351901835.000000,2500000000.000000,531851901835.000000,534351901835.000000,2478646476.000000,635095987703.000000,1498624511203.000000,781250000.000000
12M 2022,,,72195815205.000000,43456198772.000000,35005463406.000000,8450735366.000000,43456198772.000000,2957812044.000000,2957812044.000000,,2957812044.000000,300413515952.000000,77414786195.000000,496438128168.000000,,413122585535.000000,213728661356.000000,190491218719.000000,8902705460.000000,413122585535.000000,,641063257382.000000,1054185842917.000000,1550623971085.000000,,,337116041840.000000,154700000000.000000,,33501315063.000000,215735671.000000,33717050734.000000,,6431575212.000000,344240751.000000,6775815963.000000,17281300455.000000,20411838194.000000,,90833333333.000000,2750942744.000000,93584276077.000000,10645760417.000000,337116041840.000000,504958530589.000000,,439088342489.000000,3591922379.000000,5253697580.000000,447933962448.000000,53182167978.000000,3842400163.000000,504958530589.000000,842074572429.000000,,62500000000.000000,35765439392.000000,607538256645.000000,2500000000.000000,605038256645.000000,607538256645.000000,2745702619.000000,708549398656.000000,1550623971085.000000,781250000.000000
12M 2023,,,28709256855.000000,61268169090.000000,53321268649.000000,7946900441.000000,61268169090.000000,1632548470.000000,1462205936.000000,170342534.000000,1632548470.000000,160415519389.000000,88939316867.000000,340964810671.000000,,462914361316.000000,241677167870.000000,211086850616.000000,10150342830.000000,462914361316.000000,,685269925114.000000,1148184286430.000000,1489149097101.000000,,,272538539776.000000,99100000000.000000,,29943787705.000000,240966480.000000,30184754185.000000,,10901317856.000000,1050772764.000000,11952090620.000000,19369357700.000000,7680407028.000000,,90833333333.000000,3656773762.000000,94490107095.000000,9761823148.000000,272538539776.000000,419768817283.000000,,345684282633.000000,3173199057.000000,4583068499.000000,353440550189.000000,64914938535.000000,1413328559.000000,419768817283.000000,692307357059.000000,,62500000000.000000,35765439392.000000,695513920052.000000,10000000000.000000,685513920052.000000,695513920052.000000,3062380598.000000,796841740042.000000,1489149097101.000000,781250000.000000
12M 2024,,,22381348476.0,43738309604.0,36415610573.0,7322699031.0,43738309604.0,1879832297.0,1709489763.0,170342534.0,1879832297.0,309253026214.0,124394588814.0,501647105405.0,,518765983535.0,245891167836.0,259881736908.0,12993078791.0,518765983535.0,1438410961.0,741825965237.0,1262030359733.0,1763677465138.0,,,488569427273.0,270478360000.0,,41759653989.0,154656436.0,41914310425.0,,5899415765.0,460896881.0,6360312646.0,19234423187.0,17977929201.0,,110833333333.0,3312309231.0,114145642564.0,18458449250.0,488569427273.0,309300926659.0,,208424079547.0,1775459430.0,12367214651.0,222566753628.0,85669573423.0,1064599608.0,309300926659.0,797870353932.0,,62500000000.0,35765439392.0,863985717302.0,10000000000.0,853985717302.0,863985717302.0,3555954512.0,965807111206.0,1763677465138.0,781250000.0
