Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,171 B,(90 B),81 B,16183899.83
12M 2020,139 B,(64 B),75 B,96.55
12M 2021,223 B,(90 B),133 B,169.61
12M 2022,200 B,(76 B),125 B,159.82
12M 2023,364 B,(118 B),246 B,314.62
12M 2024,157 B,(137 B),20 B,25.34
