Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,1782311170491.0,-1457347968760.0,324963201731.0,-192114258879.0,-25497273349.0,-166616985530.0,-192114258879.0,132848942852.0,-105180692846.0,-74862305766.0,10617454360.0,764430529.0,134752919.0,-41835024888.0,-105180692846.0,27668250006.0,-6528910611.0,-11933867000.0,5404956389.0,-6528910611.0,21139339395.0,-261130265.0,20878209130.0,21139339395.0,21504888161.0,-365548766.0,21139339395.0,20878209130.0,21244676206.0,-366467076.0,20878209130.0
12M 2020,1511658469969.0,-1178529868089.0,333128601880.0,-177173525602.0,-20221713555.0,-156951812047.0,-177173525602.0,155955076278.0,-51803169856.0,-78075019338.0,-6279726932.0,3039276047.0,593584675.0,28918715692.0,-51803169856.0,104151906422.0,-22878179168.0,-6259099440.0,-16619079728.0,-22878179168.0,81273727254.0,205338547.0,81479065801.0,81273727254.0,81072786845.0,200940409.0,81273727254.0,81479065801.0,81277487582.0,201578219.0,81479065801.0
12M 2021,2088922704953.0,-1606397372598.0,482525332355.0,-194188246718.0,-24225438625.0,-169962808093.0,-194188246718.0,288337085637.0,-40672234262.0,-58608732906.0,2883130265.0,1172295661.0,535763587.0,13345309131.0,-40672234262.0,247664851375.0,-59610576593.0,-39373429641.0,-20237146952.0,-59610576593.0,188054274782.0,38831479.0,188093106261.0,188054274782.0,187705851383.0,348423399.0,188054274782.0,188093106261.0,187735940831.0,357165430.0,188093106261.0
12M 2022,2034457645981.0,-1505425420561.0,529032225420.0,-212350687693.0,-29634381011.0,-182716306682.0,-212350687693.0,316681537727.0,-90620236015.0,-52009676332.0,-9016019998.0,553684361.0,545902085.0,-30694126131.0,-90620236015.0,226061301712.0,-52669730447.0,-48757100040.0,-3912630407.0,-52669730447.0,173391571265.0,-6188160312.0,167203410953.0,173391571265.0,173128385854.0,263185411.0,173391571265.0,167203410953.0,166936354810.0,267056143.0,167203410953.0
12M 2023,2037284494747.0,-1534384519494.0,502899975253.0,-211887366447.0,-31325588509.0,-180561777938.0,-211887366447.0,291012608806.0,-40621119705.0,-41054536247.0,2082150333.0,622471256.0,232240203.0,-2503445250.0,-40621119705.0,250391489101.0,-58727225307.0,-46484104841.0,-12243120466.0,-58727225307.0,191664263794.0,-1809422408.0,189854841386.0,191664263794.0,191350331516.0,313932278.0,191664263794.0,189854841386.0,189538163407.0,316677979.0,189854841386.0
12M 2024,2042868724833.0,-1505535705633.0,537333019200.0,-204831070008.0,-24082118773.0,-180748951235.0,-204831070008.0,332501949192.0,-42114632821.0,-40027658438.0,-4704543145.0,919905560.0,160784131.0,1536879071.0,-42114632821.0,290387316371.0,-69432089021.0,-55766803092.0,-13665285929.0,-69432089021.0,220955227350.0,20035143814.0,240990371164.0,220955227350.0,220332580518.0,622646832.0,220955227350.0,240990371164.0,240346797250.0,643573914.0,240990371164.0
