Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(20 B),(0 B),(20 B),-15.82
12M 2021,9 B,(0 B),8 B,6.69
12M 2022,(6 B),(2 B),(7 B),-5.77
12M 2023,(3 B),(0 B),(3 B),-2.78
12M 2024,0 B,(0 B),0 B,0.18
