Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,0.64,0.64,3.38
12M 2021,,481.46,30.19,,,,0.76,1.06,6.98,7.24,0.57,0.58,0.81,0.81,6.49
12M 2022,,667.8,22.73,,,,0.55,0.47,5.26,5.02,0.41,0.37,0.52,0.52,4.98
12M 2023,,1602.73,25.73,,,,0.23,0.23,2.83,2.89,0.21,0.21,0.29,0.29,5.23
12M 2024,,2834.11,34.15,,,,0.13,0.13,1.79,1.83,0.13,0.13,0.17,0.17,6.19
