Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,1.25 B,2.71,56.09,4.71,7.21 B,3.39%,4.63%,18.12%,2.26
12M 2021,1.25 B,4.42,40.95,4.11,10.26 B,5.98%,7.06%,12.71%,5.94
12M 2022,1.25 B,1.72,48.26,2.44,6.01 B,1.86%,2.70%,6.24%,2.57
12M 2023,1.25 B,0.13,400.00,2.75,3.61 B,0.14%,0.20%,3.09%,1.63
12M 2024,1.25 B,-1.69,-14.79,2.20,1.08 B,-1.97%,-2.72%,0.45%,0.18
