Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,2641265.55,0.00,0.00,4.95 B,5.51%,18.38%,35.85%,5.01
12M 2021,1.93 B,1.09,0.00,0.00,4.24 B,2.60%,4.29%,8.35%,3.71
12M 2022,2.78 B,0.89,0.00,0.00,5.72 B,2.94%,4.79%,8.50%,3.21
12M 2023,2.78 B,1.86,0.00,0.00,11.55 B,4.82%,9.10%,17.78%,3.62
12M 2024,3.47 B,2.63,41.44,8.65,14.34 B,3.73%,4.74%,10.20%,7.73
