Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(4 B),,(4 B),-3757535.38
12M 2021,(0 B),,(0 B),-0.12
12M 2022,0 B,,0 B,0.06
12M 2023,8 B,,8 B,2.78
12M 2024,12 B,,12 B,3.37
