Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,340724011587.000000,-263184013926.000000,77539997661.000000,-65846931090.000000,-65846931090.000000,-65846931090.000000,11693066571.000000,-25266316736.000000,32214523.000000,-25006147857.000000,,-292383402.000000,-25266316736.000000,-13573250165.000000,2163135402.000000,-31356500.000000,2194491902.000000,,,2163135402.000000,-11410114763.000000,1114372903.000000,-10295741860.000000,-11410114764.000000,-8442306134.000000,-2967808630.000000,-11410114764.000000,-10295741861.000000,-7327933231.000000,-2967808630.000000,-10295741861.000000
12M 2019,443646223156.000000,-355568780933.000000,88077442223.000000,-113714433082.000000,-113714433082.000000,-113714433082.000000,-25636990859.000000,-68075048450.000000,12167982.000000,-46480217843.000000,,-21606998589.000000,-68075048450.000000,-93712039309.000000,8110050660.000000,-1176568750.000000,9286619410.000000,,,8110050660.000000,-85601988649.000000,-242031218.000000,-85844019867.000000,-85601988649.000000,-46950464967.000000,-38651523682.000000,-85601988649.000000,-85844019867.000000,-47207865907.000000,-38636153960.000000,-85844019867.000000
12M 2020,568776968265.000000,-400862509134.000000,167914459131.000000,-115359974201.000000,-115359974201.000000,-115359974201.000000,52554484930.000000,-39082293863.000000,8916309.000000,-42318630171.000000,,3227419999.000000,-39082293863.000000,13472191067.000000,-10973932807.000000,-10042048280.000000,-931884527.000000,,,-10973932807.000000,2498258260.000000,-112152608.000000,2386105652.000000,2498258262.000000,15398102771.000000,-12899844509.000000,2498258262.000000,2386105653.000000,15094647750.000000,-12708542097.000000,2386105653.000000
12M 2021,983160397726.000000,-557697187733.000000,425463209993.000000,-134660435926.000000,-134660435926.000000,-134660435926.000000,290802774067.000000,-103689713087.000000,15525041.000000,-41695567032.000000,,-62009671096.000000,-103689713087.000000,187113060980.000000,-56565428442.000000,-54465094420.000000,-2100334022.000000,,,-56565428442.000000,130547632538.000000,384518639275.000000,515066271813.000000,130547632538.000000,130363718215.000000,183914323.000000,130547632538.000000,515066271813.000000,512040785283.000000,3025486530.000000,515066271813.000000
12M 2022,822286304681.000000,-604375633796.000000,217910670885.000000,-146588646685.000000,-146588646685.000000,-146588646685.000000,71322024200.000000,8572471006.000000,1116946948.000000,-34251408962.000000,,41706933020.000000,8572471006.000000,79894495206.000000,-14471617847.000000,-27812148760.000000,13340530913.000000,,,-14471617847.000000,65422877359.000000,6039142189.000000,71462019548.000000,65422877359.000000,65955277776.000000,-532400417.000000,65422877359.000000,71462019548.000000,71964175529.000000,-502155981.000000,71462019548.000000
12M 2023,921913925154.000000,-697302601083.000000,224611324071.000000,-214515787984.000000,-214515787984.000000,-214515787984.000000,10095536087.000000,-21582342216.000000,81233882.000000,-37246934488.000000,,15583358390.000000,-21582342216.000000,-11486806129.000000,-2593489899.000000,-12423301660.000000,9829811761.000000,,,-2593489899.000000,-14080296028.000000,3356358068.000000,-10723937960.000000,-14080296028.000000,-12831781835.000000,-1248514193.000000,-14080296028.000000,-10723937960.000000,-9671926140.000000,-1052011820.000000,-10723937960.000000
12M 2024,1067778585039.000000,-797779101660.000000,269999483379.000000,-248495515029.000000,-248495515029.000000,-248495515029.000000,21503968350.000000,-11883128286.000000,16519142.000000,-46139960938.000000,,34240313510.000000,-11883128286.000000,9620840064.000000,-6958130896.000000,-15137449792.000000,9270665251.000000,,-1091346355.000000,-6958130896.000000,2662709168.000000,254153020400.000000,256815729568.000000,2662709169.000000,5180195207.000000,-2517486038.000000,2662709169.000000,256815729569.000000,256943265358.000000,-127535789.000000,256815729569.000000
