Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,19 B,(357 B),(339 B),-67738.09
12M 2019,10 B,(167 B),(157 B),-31429.92
12M 2020,130 B,(40 B),90 B,17946.64
12M 2021,284 B,(127 B),157 B,86.61
12M 2022,51 B,(199 B),(147 B),-71.28
12M 2023,171 B,(268 B),(97 B),-46.90
12M 2024,211 B,(281 B),(70 B),-33.96
