Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Aset Tetap,Aset Tak Berwujud,Properti Investasi,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Utang Pihak Berelasi,Obligasi Konversi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,1021471449.000000,104626665752.000000,,104626665752.000000,104626665752.000000,3324993096.000000,1288082118.000000,2036910978.000000,3324993096.000000,9031565048.000000,47515430674.000000,165520126019.000000,,5463241380.000000,312912738.000000,603702095550.000000,251906625.000000,,,,609730156293.000000,775250282312.000000,,,203443147318.000000,75615237100.000000,,,72227955734.000000,72227955734.000000,4028527605.000000,,,4028527605.000000,,1902708721.000000,,49004181337.000000,,49004181337.000000,664536821.000000,203443147318.000000,479624545959.000000,,240865423000.000000,,,230537109338.000000,,230537109338.000000,8222013621.000000,479624545959.000000,683067693277.000000,,5000000000.000000,,17728713244.000000,,17728713244.000000,17728713244.000000,10121669912.000000,59332205880.000000,92182589036.000000,775250282313.000000,5000000.000000
12M 2019,,,437496747.000000,123259713533.000000,437486665.000000,122822226868.000000,123259713533.000000,2638734777.000000,2142674870.000000,496059907.000000,2638734777.000000,12605068712.000000,6998763912.000000,145939777681.000000,,14830537862.000000,337897853.000000,713748307778.000000,369975988.000000,,1587294787.000000,,730874014268.000000,876813791949.000000,,,260711068125.000000,114841170134.000000,,,79310143694.000000,79310143694.000000,5073208894.000000,,,5073208894.000000,,3061981973.000000,,56506861560.000000,,56506861560.000000,1917701870.000000,260711068125.000000,566103119482.000000,,212794423000.000000,,,340604633327.000000,,340604633327.000000,12704063155.000000,566103119482.000000,826814187607.000000,,5000000000.000000,,-37030529437.000000,,-37030529437.000000,-37030529437.000000,20937660041.000000,61092473738.000000,49999604342.000000,876813791949.000000,5000000.000000
12M 2020,,,956459131.000000,64969977237.000000,60009521.000000,64909967716.000000,64969977237.000000,3494742625.000000,2822742987.000000,671999638.000000,3494742625.000000,17645678076.000000,4119261816.000000,91186118885.000000,,14605886093.000000,,694397379961.000000,234132510.000000,,5206966418.000000,,714444364982.000000,805630483867.000000,,,176304583004.000000,44459675570.000000,,,75862273468.000000,75862273468.000000,6796837516.000000,,,6796837516.000000,,11472440739.000000,,34208859266.000000,,34208859266.000000,3504496445.000000,176304583004.000000,578838695790.000000,,214339423000.000000,,,346344354192.000000,,346344354192.000000,18154918598.000000,578838695790.000000,755143278794.000000,,5000000000.000000,,-23436117682.000000,,-23436117682.000000,-23436117682.000000,8156229573.000000,60767093185.000000,50487205076.000000,805630483870.000000,5000000.000000
12M 2021,,,76142628008.000000,117893046935.000000,16988921.000000,117876058014.000000,117893046935.000000,1373289176.000000,,1373289176.000000,1373289176.000000,37516987240.000000,11601011395.000000,244526962754.000000,,12982579842.000000,,1055267539104.000000,1355360241.000000,,7106028518.000000,13346183466.000000,1090057691171.000000,1334584653925.000000,,,244959833887.000000,18570923716.000000,,,116490758249.000000,116490758249.000000,5882443612.000000,,,5882443612.000000,,57708859728.000000,,44518225913.000000,885130933.000000,45403356846.000000,903491736.000000,244959833887.000000,332591280994.000000,,,,,307813383529.000000,5375289546.000000,313188673075.000000,19402607919.000000,332591280994.000000,577551114881.000000,,181450415000.000000,37137273763.000000,74312011504.000000,36290083000.000000,38021928504.000000,74312011504.000000,15915900946.000000,448217937831.000000,757033539044.000000,1334584653925.000000,1814504150.000000
12M 2022,,,33046912662.000000,121710905240.000000,201562317.000000,121509342923.000000,121710905240.000000,1622775853.000000,,1622775853.000000,1622775853.000000,32881076240.000000,38539125160.000000,227800795155.000000,,24903799542.000000,,1149797061077.000000,1458514739.000000,198325315688.000000,10935318770.000000,39522557786.000000,1424942567602.000000,1652743362757.000000,,,192901123853.000000,2005083420.000000,,,99967706089.000000,99967706089.000000,7517406861.000000,,,7517406861.000000,,11676629233.000000,,67058672003.000000,2029057895.000000,69087729898.000000,2646568352.000000,192901123853.000000,309356977449.000000,,,,,260241299557.000000,31358781455.000000,291600081012.000000,17756896437.000000,309356977449.000000,502258101302.000000,,206852695000.000000,332419865187.000000,145303569420.000000,36290083000.000000,109013486420.000000,145303569420.000000,16801103337.000000,449108028511.000000,1150485261455.000000,1652743362757.000000,2068526950.000000
12M 2023,,,4945994944.000000,148096688143.000000,480548879.000000,147616139264.000000,148096688143.000000,864511823.000000,,864511823.000000,864511823.000000,32128020997.000000,30574214524.000000,216609430431.000000,,33982919149.000000,,1537146296540.000000,2535054181.000000,,12547649515.000000,54248664478.000000,1640460583863.000000,1857070014294.000000,,,318531946390.000000,64652301542.000000,,,173795522958.000000,173795522958.000000,6265544334.000000,,,6265544334.000000,,6612433650.000000,,62161843032.000000,1523621682.000000,63685464714.000000,3520679192.000000,318531946390.000000,390214191996.000000,,,,,335534656369.000000,31155382603.000000,366690038972.000000,23524153024.000000,390214191996.000000,708746138386.000000,,206852695000.000000,332419865187.000000,134977541189.000000,36290083000.000000,98687458189.000000,134977541189.000000,24311643930.000000,449762130602.000000,1148323875908.000000,1857070014294.000000,2068526950.000000
12M 2024,,,10689688485.000000,146527787014.000000,,146527787014.000000,146527787014.000000,948210678.000000,,948210678.000000,948210678.000000,39450978398.000000,28747777679.000000,226364442254.000000,,43138172522.000000,,2024566916913.000000,1552569928.000000,,12547649515.000000,68414223095.000000,2150219531973.000000,2376583974227.000000,,,465563710144.000000,92185838573.000000,,,244842970159.000000,244842970159.000000,14304243277.000000,,,14304243277.000000,,4518148315.000000,,99818415903.000000,5281011121.000000,105099427024.000000,4613082796.000000,465563710144.000000,490968080382.000000,,,,,417872235678.000000,42954260629.000000,460826496307.000000,30141584075.000000,490968080382.000000,956531790526.000000,,206852695000.000000,332419865187.000000,141066078673.000000,36290083000.000000,104775995673.000000,141066078673.000000,38650817557.000000,701062727284.000000,1420052183701.000000,2376583974227.000000,2068526950.000000
