Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2011,0.00,3531.00,0.00,3531.00,29 B,146 B,175 B,166 B,(250 B)
12M 2012,0.00,9410.87,0.00,9410.87,71 B,326 B,397 B,391 B,(377 B)
12M 2013,0.00,11570.68,0.00,11570.68,202 B,361 B,563 B,556 B,(516 B)
12M 2014,0.00,361.22,0.00,361.22,56 B,542 B,597 B,586 B,(54 B)
12M 2015,1.79,445.92,1.79,445.92,125 B,462 B,587 B,204 B,343 B
12M 2016,1.35,505.85,1.35,505.85,91 B,429 B,520 B,415 B,(35 B)
12M 2017,1.04,549.43,1.04,549.43,165 B,361 B,526 B,325 B,96 B
12M 2018,0.89,581.46,0.89,581.46,161 B,419 B,580 B,428 B,102 B
12M 2019,0.33,597.81,0.33,597.81,197 B,598 B,795 B,666 B,97 B
12M 2020,0.52,575.63,0.52,575.63,43 B,631 B,674 B,(579 B),"1,343 B"
12M 2021,0.93,604.75,0.93,604.75,68 B,724 B,791 B,21 B,973 B
12M 2022,0.76,620.38,0.76,620.38,111 B,"1,066 B","1,177 B",(261 B),"1,366 B"
12M 2023,0.46,642.23,0.46,642.23,15 B,"1,397 B","1,412 B",854 B,42 B
12M 2024,0.75,677.51,0.75,677.51,21 B,"1,535 B","1,557 B","1,458 B",191 B
