Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,7 B,(4 B),3 B,7868.47
12M 2019,1 B,(39 B),(38 B),-75.65
12M 2020,(1 B),(0 B),(2 B),-3.53
12M 2021,(1 B),(0 B),(1 B),-2.31
12M 2022,1 B,(0 B),1 B,1.50
12M 2023,1 B,(0 B),1 B,2.56
