Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Pendek,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Adjustment,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,9819940831.000000,1608642312.000000,199384368.000000,1409257944.000000,1608642312.000000,797762620.000000,3600000.000000,794162620.000000,797762620.000000,2507901.000000,2072418487.000000,14301272151.000000,,237792413.000000,24039202017.000000,764158283.000000,25041152713.000000,39342424864.000000,,,1188162924.000000,,45485900.000000,,45485900.000000,,176568667.000000,517131862.000000,693700529.000000,,447685175.000000,,,,,,1291320.000000,1188162924.000000,951169652.000000,,,,,,951169652.000000,951169652.000000,2139332576.000000,,35000000000.000000,,2203092288.000000,,,37203092288.000000,39342424864.000000,350000.000000
12M 2019,,,1441894531.000000,1129914489.000000,1066032188.000000,63882301.000000,1129914489.000000,,,,,11600018.000000,2735336229.000000,5318745267.000000,,219034351.000000,62130841800.000000,,62349876151.000000,67668621418.000000,,,1222391000.000000,,693002359.000000,,693002359.000000,,57572145.000000,345834893.000000,403407038.000000,,123402980.000000,,,,,,2578623.000000,1222391000.000000,831028204.000000,,,,,,831028204.000000,831028204.000000,2053419204.000000,,50000000000.000000,13002417420.000000,2612784794.000000,,,65615202214.000000,67668621418.000000,500000000.000000
12M 2020,,,153723684.000000,2801053047.000000,1373827965.000000,1427225082.000000,2801053047.000000,3626153398.000000,37112450.000000,3589040948.000000,3626153398.000000,42322112.000000,3575416574.000000,10198668815.000000,,530818460.000000,62403200463.000000,,62934018923.000000,73132687738.000000,,,4739828485.000000,,1442715122.000000,,1442715122.000000,,,209906228.000000,209906228.000000,672733688.000000,96278442.000000,,500000000.000000,1500000000.000000,318195005.000000,2318195005.000000,,4739828485.000000,4434627071.000000,,2375000000.000000,1117024410.000000,3492024410.000000,,942602661.000000,4434627071.000000,9174455556.000000,,50000000000.000000,13002417420.000000,955814762.000000,,,63958232182.000000,73132687738.000000,500000000.000000
12M 2021,,,331143751.000000,3482691555.000000,691763036.000000,2790928519.000000,3482691555.000000,1141418297.000000,,1141418297.000000,1141418297.000000,15708133.000000,2546203851.000000,7517165587.000000,,965357941.000000,60653491197.000000,,61618849138.000000,69136014725.000000,,,2688790395.000000,,692082633.000000,,692082633.000000,,,25000000.000000,25000000.000000,611232264.000000,7161968.000000,,500000000.000000,354451254.000000,498862276.000000,1353313530.000000,,2688790395.000000,4209000539.000000,,2607500000.000000,735504564.000000,3343004564.000000,,865995975.000000,4209000539.000000,6897790934.000000,,50000000000.000000,13002417420.000000,-764193629.000000,,,62238223791.000000,69136014725.000000,500000000.000000
12M 2022,,,97859872.000000,4115430121.000000,1673867351.000000,2441562770.000000,4115430121.000000,,,,,20938082.000000,3744696608.000000,7978924683.000000,,940767847.000000,58062399998.000000,1076231970.000000,60079399815.000000,68058324498.000000,,,3261564866.000000,,365147351.000000,,365147351.000000,,,140846100.000000,140846100.000000,1325667589.000000,89944524.000000,,499959302.000000,840000000.000000,,1339959302.000000,,3261564866.000000,2543942334.000000,,1711425253.000000,,1711425253.000000,,832517081.000000,2543942334.000000,5805507200.000000,,50000000000.000000,13002417420.000000,-749600122.000000,,,62252817298.000000,68058324498.000000,500000000.000000
12M 2023,,,573727600.000000,3554150208.000000,228690599.000000,3325459609.000000,3554150208.000000,516853514.000000,5184505.000000,511669009.000000,516853514.000000,,3219669379.000000,7864400701.000000,,852469195.000000,56926432447.000000,860627091.000000,58639528733.000000,66503929434.000000,,,3270659753.000000,,251768828.000000,,251768828.000000,,,,,203946031.000000,68956593.000000,,499959302.000000,2246028999.000000,,2745988301.000000,,3270659753.000000,962528094.000000,,,,,,962528094.000000,962528094.000000,4233187847.000000,,50000000000.000000,13002417420.000000,-731675833.000000,,,62270741587.000000,66503929434.000000,500000000.000000
