Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,106294.55,0.00,106294.55,,,,(10 B),13 B
12M 2019,15.70,131.23,15.70,131.23,,,,(1 B),4 B
12M 2020,8.95,127.92,8.95,127.92,2 B,3 B,6 B,6 B,5 B
12M 2021,8.84,124.48,8.84,124.48,1 B,3 B,5 B,4 B,5 B
12M 2022,1.45,124.51,1.45,124.51,1 B,2 B,3 B,3 B,5 B
12M 2023,0.71,124.54,0.71,124.54,3 B,,3 B,2 B,5 B
