Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,24125770131.000000,-9628604926.000000,14497165205.000000,-7740890624.000000,-7935526527.000000,194635903.000000,-7740890624.000000,6756274581.000000,-1524415469.000000,-1524415469.000000,,-1524415469.000000,5231859112.000000,-1264284029.000000,3967575083.000000,-90454500.000000,3877120583.000000,3967575083.000000,3967575083.000000,,3967575083.000000,3877120583.000000,3877120583.000000,,3877120583.000000
12M 2020,17511205960.000000,-7808170298.000000,9703035662.000000,-5729716102.000000,-6376656999.000000,646940897.000000,-5729716102.000000,3973319560.000000,-1279595697.000000,-1279595697.000000,,-1279595697.000000,2693723863.000000,-643813122.000000,2049910741.000000,-202075380.000000,1847835361.000000,2049910741.000000,2049910741.000000,,2049910741.000000,1847835361.000000,1847835361.000000,,1847835361.000000
12M 2021,20436457449.000000,-8985224808.000000,11451232641.000000,6965058563.000000,-6909688291.000000,13874746854.000000,6965058563.000000,18416291204.000000,-1055334714.000000,-1055334714.000000,,-1055334714.000000,17360956490.000000,-803418020.000000,16557538470.000000,125661120.000000,16683199590.000000,16557538470.000000,16557538470.000000,,16557538470.000000,16683199590.000000,16683199590.000000,,16683199590.000000
12M 2022,25199386179.000000,-12341770139.000000,12857616040.000000,-8722102615.000000,-8879371168.000000,157268553.000000,-8722102615.000000,4135513425.000000,-877159422.000000,-877159422.000000,,-877159422.000000,3258354003.000000,-725378360.000000,2532975643.000000,-71108700.000000,2461866943.000000,2532975643.000000,2532975643.000000,,2532975643.000000,2461866943.000000,2461866943.000000,,2461866943.000000
12M 2023,31151611044.000000,-16413952073.000000,14737658971.000000,-10742423294.000000,-10724819618.000000,-17603676.000000,-10742423294.000000,3995235677.000000,159423425.000000,159423425.000000,,159423425.000000,4154659102.000000,-784278358.000000,3370380744.000000,-56241120.000000,3314139624.000000,3370380744.000000,3370380744.000000,,3370380744.000000,3314139624.000000,3314139624.000000,,3314139624.000000
12M 2024,31875098345.000000,-18007851069.000000,13867247276.000000,-11547612142.000000,-11948504900.000000,400892758.000000,-11547612142.000000,2319635134.000000,-7393308.000000,-720632312.000000,713239004.000000,-7393308.000000,2312241826.000000,-500907263.000000,1811334563.000000,77241060.000000,1888575623.000000,1811334563.000000,1811334563.000000,,1811334563.000000,1888575623.000000,1888575623.000000,,1888575623.000000
