Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Bank Jangka Pendek,Utang Pembiayaan Konsumen,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,2801408509.000000,,18401150.000000,,18401150.000000,18401150.000000,154000000.000000,50000000.000000,104000000.000000,154000000.000000,457319761.000000,112829128.000000,3543958548.000000,,263555750.000000,32784839930.000000,266685876.000000,1033108108.000000,34348189664.000000,37892148212.000000,,,3644017400.000000,,386633390.000000,386633390.000000,,,914592513.000000,498964862.000000,,1687871079.000000,155555556.000000,1843426635.000000,400000.000000,3644017400.000000,13186553807.000000,,11782330807.000000,,350000000.000000,12132330807.000000,1054223000.000000,13186553807.000000,16830571207.000000,,11000000000.000000,500000000.000000,9561577005.000000,,9561577005.000000,9561577005.000000,21061577005.000000,37892148212.000000,11000.000000
12M 2020,,,1486439947.000000,,68606001.000000,,68606001.000000,68606001.000000,131500000.000000,50000000.000000,81500000.000000,131500000.000000,470736463.000000,30312908.000000,2187595319.000000,,277093960.000000,31500032067.000000,266685876.000000,1062837838.000000,33106649741.000000,35294245060.000000,,,5699004921.000000,,185078351.000000,185078351.000000,19074200.000000,,919539050.000000,522072641.000000,,3892274523.000000,155555556.000000,4047830079.000000,5410600.000000,5699004921.000000,8693260205.000000,,7239297760.000000,,194444445.000000,7433742205.000000,1259518000.000000,8693260205.000000,14392265126.000000,,11000000000.000000,500000000.000000,9401979934.000000,,9401979934.000000,9401979934.000000,20901979934.000000,35294245060.000000,11000.000000
12M 2021,,,5843600875.000000,,88907112.000000,,88907112.000000,88907112.000000,62535756.000000,,62535756.000000,62535756.000000,469846699.000000,2606181348.000000,9071071790.000000,,188033444.000000,26067518324.000000,266685876.000000,7668414855.000000,34190652499.000000,43261724289.000000,,,5520910263.000000,,373252679.000000,373252679.000000,,69040000.000000,2575314348.000000,767669512.000000,,1568296060.000000,160839064.000000,1729135124.000000,6498600.000000,5520910263.000000,8415897402.000000,,7405038144.000000,,181354258.000000,7586392402.000000,829505000.000000,8415897402.000000,13936807665.000000,,11000000000.000000,500000000.000000,17824916624.000000,,17824916624.000000,17824916624.000000,29324916624.000000,43261724289.000000,11000.000000
12M 2022,,,23448755820.000000,10000000000.000000,205610804.000000,,205610804.000000,205610804.000000,225000000.000000,225000000.000000,,225000000.000000,1158553802.000000,53655633.000000,35091576059.000000,,182154722.000000,33084203649.000000,266685876.000000,8862947181.000000,42395991428.000000,77487567487.000000,,,4954585818.000000,,371685744.000000,371685744.000000,,,660288099.000000,487072749.000000,,3336107211.000000,99432015.000000,3435539226.000000,,4954585818.000000,7569155478.000000,,4967334139.000000,,2097202339.000000,7064536478.000000,504619000.000000,7569155478.000000,12523741296.000000,,31250000000.000000,27427042624.000000,6286783567.000000,1000000000.000000,5286783567.000000,6286783567.000000,64963826191.000000,77487567487.000000,1250000000.000000
12M 2023,,,16893224858.000000,5000000000.000000,225971954.000000,15306997.000000,210664957.000000,225971954.000000,,,,,1378482806.000000,205819845.000000,23703499463.000000,,216478669.000000,43281741555.000000,266685876.000000,8171557079.000000,51936463179.000000,75639962642.000000,,,5349108710.000000,,617804601.000000,617804601.000000,,80618074.000000,1032839454.000000,564588818.000000,,2896939811.000000,156317952.000000,3053257763.000000,,5349108710.000000,3529758403.000000,,973516874.000000,,1864652529.000000,2838169403.000000,691589000.000000,3529758403.000000,8878867113.000000,,31250404875.000000,27809552849.000000,7701137805.000000,1000000000.000000,6701137805.000000,7701137805.000000,66761095529.000000,75639962642.000000,1250016195.000000
12M 2024,,,4094596193.000000,5000000000.000000,319069628.000000,,319069628.000000,319069628.000000,304850543.000000,,304850543.000000,304850543.000000,1868239738.000000,1089375830.000000,12676131932.000000,,252603194.000000,54532458703.000000,266685876.000000,7303547196.000000,62355294969.000000,75031426901.000000,,,3404238300.000000,,1671682107.000000,1671682107.000000,,159524797.000000,709893164.000000,440921885.000000,,117126853.000000,203017527.000000,320144380.000000,102071967.000000,3404238300.000000,4324391207.000000,,1757873147.000000,156375603.000000,1666680457.000000,3580929207.000000,743462000.000000,4324391207.000000,7728629507.000000,,31250582450.000000,27810653814.000000,8241561130.000000,1000000000.000000,7241561130.000000,8241561130.000000,67302797394.000000,75031426901.000000,1250023298.000000
