Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.41,378.33,0.41,378.33,322 B,36 B,358 B,347 B,110 B
12M 2014,0.39,406.60,0.39,406.60,258 B,77 B,335 B,331 B,182 B
12M 2015,0.29,434.73,0.29,434.73,246 B,36 B,282 B,279 B,166 B
12M 2016,0.47,467.72,0.47,467.72,267 B,36 B,302 B,287 B,100 B
12M 2017,0.46,498.00,0.46,498.00,265 B,78 B,343 B,334 B,164 B
12M 2018,0.47,527.05,0.47,527.05,271 B,105 B,376 B,363 B,98 B
12M 2019,3.20,530.71,3.20,530.71,434 B,106 B,540 B,531 B,(185 B)
12M 2020,0.34,416.11,0.34,416.11,469 B,59 B,527 B,521 B,(300 B)
12M 2021,0.28,333.37,0.28,333.37,469 B,58 B,527 B,519 B,(368 B)
12M 2022,0.71,349.83,0.71,349.83,51 B,627 B,678 B,668 B,215 B
12M 2023,0.33,360.59,0.33,360.59,54 B,321 B,374 B,369 B,191 B
12M 2024,0.33,365.96,0.33,365.96,96 B,233 B,329 B,327 B,64 B
