Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Investasi Pada Entitas Asosiasi,Investasi Jangka Panjang,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Pembiayaan Konsumen,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Adjustment,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,210311000000.000000,,,293138000000.000000,216000000.000000,292922000000.000000,293138000000.000000,3007000000.000000,1085000000.000000,1922000000.000000,3007000000.000000,29830000000.000000,22850000000.000000,559136000000.000000,,,,,1131792000000.000000,187886000000.000000,,25151000000.000000,7861000000.000000,1352690000000.000000,1911826000000.000000,,,235949000000.000000,,,69162000000.000000,69162000000.000000,,51200000000.000000,,51200000000.000000,37487000000.000000,13267000000.000000,,17780000000.000000,,26268000000.000000,26268000000.000000,20785000000.000000,235949000000.000000,491726000000.000000,,,,,,415931000000.000000,415931000000.000000,,,75795000000.000000,491726000000.000000,727675000000.000000,,129602000000.000000,524021000000.000000,449908000000.000000,,449908000000.000000,449908000000.000000,,80367000000.000000,253000000.000000,1184151000000.000000,1911826000000.000000,129602.000000
12M 2020,,,312231000000.000000,,,414375000000.000000,72000000.000000,414303000000.000000,414375000000.000000,5512000000.000000,557000000.000000,4955000000.000000,5512000000.000000,48873000000.000000,26593000000.000000,807584000000.000000,,,,,1322799000000.000000,228793000000.000000,,29493000000.000000,23681000000.000000,1604766000000.000000,2412350000000.000000,,,297071000000.000000,,,106149000000.000000,106149000000.000000,,51612000000.000000,,51612000000.000000,69357000000.000000,17094000000.000000,,,,43632000000.000000,43632000000.000000,9227000000.000000,297071000000.000000,630948000000.000000,,,,,,530604000000.000000,530604000000.000000,,,100344000000.000000,630948000000.000000,928019000000.000000,,129602000000.000000,524021000000.000000,729468000000.000000,,729468000000.000000,729468000000.000000,,96638000000.000000,4602000000.000000,1484331000000.000000,2412350000000.000000,129602.000000
12M 2021,,,570511000000.000000,7000000000.000000,,440382000000.000000,16000000.000000,440366000000.000000,440382000000.000000,10753000000.000000,32000000.000000,10721000000.000000,10753000000.000000,50040000000.000000,114182000000.000000,1192868000000.000000,,,,,1525301000000.000000,228793000000.000000,,27905000000.000000,148081000000.000000,1930080000000.000000,3122948000000.000000,,,385582000000.000000,,,119357000000.000000,119357000000.000000,,66654000000.000000,,66654000000.000000,95029000000.000000,28025000000.000000,,,,69689000000.000000,69689000000.000000,6828000000.000000,385582000000.000000,881536000000.000000,,,,,,815993000000.000000,815993000000.000000,,,65543000000.000000,881536000000.000000,1267118000000.000000,,129602000000.000000,524021000000.000000,1071754000000.000000,,1071754000000.000000,1071754000000.000000,,125851000000.000000,4602000000.000000,1855830000000.000000,3122948000000.000000,13959422300.000000
12M 2022,,,979665000000.000000,117000000000.000000,,352209000000.000000,174000000.000000,352035000000.000000,352209000000.000000,12495000000.000000,,12495000000.000000,12495000000.000000,51422000000.000000,124627000000.000000,1637418000000.000000,,,,,1837290000000.000000,273366000000.000000,,56287000000.000000,154879000000.000000,2321822000000.000000,3959240000000.000000,,,358944000000.000000,,,138597000000.000000,138597000000.000000,,81013000000.000000,,81013000000.000000,22229000000.000000,34966000000.000000,,,,79713000000.000000,79713000000.000000,2426000000.000000,358944000000.000000,893324000000.000000,,,,,,815888000000.000000,815888000000.000000,,,77436000000.000000,893324000000.000000,1252268000000.000000,,139594000000.000000,1407325000000.000000,1037511000000.000000,2000000000.000000,1035511000000.000000,1037511000000.000000,,118850000000.000000,3692000000.000000,2706972000000.000000,3959240000000.000000,13959422300.000000
12M 2023,,,1025602000000.000000,76000000000.000000,,450638000000.000000,256000000.000000,450382000000.000000,450638000000.000000,32891000000.000000,,32891000000.000000,32891000000.000000,54165000000.000000,42665000000.000000,1681961000000.000000,,,,,2395470000000.000000,362993000000.000000,,76685000000.000000,186924000000.000000,3022072000000.000000,4704033000000.000000,,,469656000000.000000,,,151730000000.000000,151730000000.000000,,129155000000.000000,,129155000000.000000,36101000000.000000,52899000000.000000,,,,96349000000.000000,96349000000.000000,3422000000.000000,469656000000.000000,1299800000000.000000,,,,,,1181794000000.000000,1181794000000.000000,,,118006000000.000000,1299800000000.000000,1769456000000.000000,,139594000000.000000,1407325000000.000000,1247914000000.000000,34100000000.000000,1213814000000.000000,1247914000000.000000,,136052000000.000000,3692000000.000000,2934577000000.000000,4704033000000.000000,13959422300.000000
12M 2024,,,894758000000.000000,52000000000.000000,,499453000000.000000,275000000.000000,499178000000.000000,499453000000.000000,18260000000.000000,,18260000000.000000,18260000000.000000,55735000000.000000,184786000000.000000,1704992000000.000000,,,,,2721599000000.000000,404270000000.000000,,79432000000.000000,162297000000.000000,3367598000000.000000,5072590000000.000000,,,543772000000.000000,,,134250000000.000000,134250000000.000000,,174020000000.000000,,174020000000.000000,26876000000.000000,45434000000.000000,,,,158635000000.000000,158635000000.000000,4557000000.000000,543772000000.000000,1394681000000.000000,,,,,,1270387000000.000000,1270387000000.000000,,,124294000000.000000,1394681000000.000000,1938453000000.000000,,139594000000.000000,1407325000000.000000,1456651000000.000000,84100000000.000000,1372551000000.000000,1456651000000.000000,,126875000000.000000,3692000000.000000,3134137000000.000000,5072590000000.000000,13959422300.000000
