Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,2.37,2.24,0.02,1.73,0.0,0.0,-0.17,0.01,0.66
12M 2020,2.72,2.55,0.0,1.74,0.0,0.0,-0.23,0.0,0.67
12M 2021,3.09,2.96,0.0,1.81,0.0,0.0,-0.33,0.0,0.73
12M 2022,4.56,4.42,0.0,1.53,0.0,0.0,-0.38,0.0,0.48
12M 2023,3.58,3.47,0.0,1.68,0.0,0.0,-0.37,0.0,0.63
12M 2024,3.14,3.03,0.0,1.69,0.0,0.0,-0.3,0.0,0.64
