Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,118 B,(153 B),(35 B),-270242.74
12M 2020,304 B,(264 B),41 B,313043.01
12M 2021,480 B,(353 B),127 B,9.07
12M 2022,89 B,(352 B),(263 B),-18.83
12M 2023,266 B,(507 B),(241 B),-17.26
12M 2024,309 B,(415 B),(106 B),-7.59
