Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,-37.78,,0.91
12M 2020,95.0,,53.39,41.61,3.84,,,,2.01,,1.16,,5.2,,1.67
12M 2021,71.19,,36.32,34.87,5.13,,,,4.26,,1.77,,4.27,,2.82
12M 2022,67.58,15.42,21.61,61.39,5.4,,23.67,,5.07,,1.71,,4.53,,3.04
12M 2023,95.37,58.2,22.04,131.53,3.83,,6.27,,2.95,,0.98,,4.12,,2.15
12M 2024,78.36,49.79,17.14,111.01,4.66,,7.33,,2.37,,0.93,,24.81,,1.1
