Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kas Kepada:,Pemasok,Operasional Lainnya,Total Pembayaran Kas Kepada:,Pembayaran Beban Pajak,Penghasilan Klaim Asuransi Kendaraan,Penerimaan Bunga,Pembayaran Bunga,Lain-Lain,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Hasil Penjualan Aset Tetap,Uang Muka Pembelian Aset Tetap,Pengembalian Uang Muka Pembelian Aset Tetap,Penerimaan (Penempatan) Deposito Yang Dibatasi Penggunaannya,Penambahan Properti Investasi,Penjualan Kembali Portofolio Efek,Hasil Penjualan Properti Investasi,Aset Lain-Lain,Penempatan Portofolio Efek,Penurunan Piutang Lain-Lain,Perolehan Aset Hak Guna,Investasi Saham,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Perolehan Dari Penawaran Umum Perdana Setelah Dikurangi Biaya Emisi Saham,Penerimaan Setoran Modal Saham,Penerimaan Setoran Modal Saham Dari Pihak Non-Pengendali Entitas Anak,Pembayaran Biaya Emisi Saham,Pelaksanaan Waran,Penambahan Liabilitas Sewa Pembiayaan,Pembayaran Liabilitas Sewa Pembiayaan,Penerimaan Utang Pembiayaan Konsumen,Penempatan Deposito Yang Dibatasi Penggunannya,Penerimaan Utang Bank,Pembayaran Utang Pembiayaan Konsumen,Penerimaan Utang Ke Lembaga Keuangan Lainnya,Pembayaran Utang Ke Lembaga Keuangan Lainnya,Pembayaran Utang Dividen,Penerimaan Utang Lainnya,Pembayaran Utang Bank,Pembayaran Dividen,Pembayaran Dividen Dari Entitas Anak Kepada Pihak Non Pengendali,Penurunan Modal Oleh Kepentingan Non Pengendali Pada Entitas Anak,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2019,12232076246.000000,102389973629.000000,,-65137142522.000000,-18021440340.000000,-83158582862.000000,-2808383048.000000,58430000.000000,72734265.000000,-4266002949.000000,-56092789.000000,12232076246.000000,-43554617886.000000,-45135436068.000000,1580818182.000000,,,,,,,,,,,,-43554617886.000000,32562184095.000000,,740000000.000000,40769279705.000000,,,,-5365579102.000000,4396252076.000000,,,-8053509329.000000,1675740745.000000,,,,,-1600000000.000000,,,32562184095.000000,1239642455.000000,685497581.000000,1925140036.000000
12M 2020,-2710971414.000000,114266039849.000000,,-93461722287.000000,-18771873538.000000,-112233595825.000000,-1707823678.000000,399235726.000000,91264709.000000,-3602155582.000000,76063387.000000,-2710971414.000000,8103331890.000000,-2212462831.000000,8917000000.000000,,,,,8488794721.000000,,,-7090000000.000000,,,,8103331890.000000,-1019102470.000000,13689549132.000000,,,,,,-6251377679.000000,1920000000.000000,,,-6959037835.000000,56341856269.000000,-57955113482.000000,,,,-1500000000.000000,-264060005.000000,-40918870.000000,-1019102470.000000,4373258006.000000,1925140036.000000,6298398042.000000
12M 2021,27991308530.000000,251794993593.000000,,-191045896971.000000,-25819315560.000000,-216865212531.000000,-5067807745.000000,428435000.000000,194744689.000000,-2522447360.000000,28602884.000000,27991308530.000000,-39907555796.000000,-4707325925.000000,3802636366.000000,-33530000000.000000,,,-5196685000.000000,24381763788.000000,,,-24657945025.000000,,,,-39907555796.000000,9281256404.000000,,,23967627459.000000,,3243832.000000,,-7810677809.000000,,,,-3820887918.000000,157583728565.000000,-160139743315.000000,,,,,-502034410.000000,,9281256404.000000,-2634990862.000000,6298398042.000000,3663407180.000000
12M 2022,6352567577.000000,291286568556.000000,,-250887183808.000000,-27315690697.000000,-278202874505.000000,-5244013021.000000,37677900.000000,43819074.000000,-1683811909.000000,115201482.000000,6352567577.000000,6553819308.000000,-2275969730.000000,1383575761.000000,33530000000.000000,,,-17920232375.000000,,,,36864652.000000,,-3069550000.000000,-5130869000.000000,6553819308.000000,-6916438409.000000,,,3130971305.000000,,3215815208.000000,,-3821775204.000000,,-4500000000.000000,4050000000.000000,-968717183.000000,123909181271.000000,-118641603240.000000,-4500128046.000000,,,-6932513991.000000,-1857668529.000000,,-6916438409.000000,5989948476.000000,3663407180.000000,9653355656.000000
12M 2023,38119233715.000000,208610555971.000000,,-129862616041.000000,-33663276731.000000,-163525892772.000000,-6389091998.000000,120257000.000000,445215507.000000,-2313233064.000000,1171423071.000000,38119233715.000000,-6330319261.000000,-2232425831.000000,9612477490.000000,-1185854404.000000,,,-16181572245.000000,12862346229.000000,1000000000.000000,-25000000.000000,-7659210500.000000,,-2521080000.000000,,-6330319261.000000,-30663324849.000000,,,1000.000000,,,,-8004071149.000000,,4500000000.000000,,-3247911576.000000,28817149870.000000,-36014953736.000000,,,-4050000000.000000,-3084712440.000000,-3665868218.000000,-5912958600.000000,-30663324849.000000,1125589605.000000,9653355656.000000,10778945261.000000
12M 2024,31570007220.000000,217467122998.000000,,-143968677486.000000,-30879128599.000000,-174847806085.000000,-8511664744.000000,280991235.000000,298747610.000000,-3285932961.000000,168549167.000000,31570007220.000000,-18007382823.000000,-17670745107.000000,20071862237.000000,-2650000000.000000,,-3067869603.000000,-18576494265.000000,,4950000000.000000,-914136085.000000,,,-150000000.000000,,-18007382823.000000,-13488905720.000000,,,,,,,-2690659887.000000,,,7705937692.000000,-14835387429.000000,30084869841.000000,-20806463968.000000,,,,-8125691999.000000,-2164509970.000000,-2657000000.000000,-13488905720.000000,73718677.000000,10778945261.000000,10852663938.000000
