Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.60 B,4.15,0.00,0.00,,2.31%,11.71%,25.00%,2.24
12M 2020,0.75 B,6.18,24.60,0.83,,3.60%,12.15%,13.27%,3.05
12M 2021,0.75 B,22.00,6.14,0.39,,10.12%,32.54%,25.29%,10.97
12M 2022,0.77 B,22.84,5.91,0.36,,9.95%,26.64%,20.98%,17.15
12M 2023,0.77 B,14.97,6.81,0.43,,5.80%,15.23%,12.61%,8.33
12M 2024,0.77 B,12.37,8.41,0.38,,3.69%,12.18%,13.09%,6.00
