Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,12 B,(45 B),(33 B),-54.84
12M 2020,(3 B),(2 B),(5 B),-6.56
12M 2021,28 B,(10 B),18 B,24.12
12M 2022,6 B,(20 B),(14 B),-17.95
12M 2023,38 B,(18 B),20 B,25.55
12M 2024,32 B,(36 B),(5 B),-6.07
