Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Properti Investasi,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Utang Lembaga Keuangan Lain,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Adjustment,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1925140036.000000,,,24381971141.000000,24381971141.000000,24381971141.000000,718023673.000000,,1534140933.000000,28559275783.000000,,,1445377235.000000,75733353602.000000,1983121755.000000,79161852592.000000,107721128375.000000,,,31244011268.000000,,,7703205329.000000,7703205329.000000,,227356899.000000,227356899.000000,522255384.000000,201080473.000000,,,7325494494.000000,7099865140.000000,8164753549.000000,22590113183.000000,,31244011268.000000,10016936287.000000,,,1591124932.000000,7780916222.000000,,9372041154.000000,644895133.000000,10016936287.000000,41260947555.000000,,13200000000.000000,394957525.000000,45180456945.000000,7684766350.000000,66460180820.000000,107721128375.000000,600000000.000000
12M 2020,,,6298398042.000000,,,46728945260.000000,46728945260.000000,46728945260.000000,1899264816.000000,,10858675203.000000,65785283321.000000,,,215075869.000000,60359746978.000000,2317863526.000000,62892686373.000000,128677969694.000000,,,39510394222.000000,,,22041125624.000000,22041125624.000000,,,,839194091.000000,623377723.000000,,,3298488103.000000,6155372005.000000,6551496336.000000,16005356444.000000,1340340.000000,39510394222.000000,4008802516.000000,,,579093488.000000,2540031678.000000,,3119125166.000000,889677350.000000,4008802516.000000,43519196738.000000,,16500000000.000000,3530841099.000000,46999271038.000000,18128660819.000000,85158772956.000000,128677969694.000000,750000000.000000
12M 2021,,,3663407180.000000,,,54220295540.000000,54220295540.000000,54220295540.000000,1773214632.000000,,34203279778.000000,93860197130.000000,,5121767875.000000,185428131.000000,61152144789.000000,2662415890.000000,69121756685.000000,162981953815.000000,,,33276360916.000000,,,17705343064.000000,17705343064.000000,,204695000.000000,204695000.000000,957469040.000000,640451800.000000,,,968717183.000000,3821775197.000000,3995481586.000000,8785973966.000000,4982428046.000000,33276360916.000000,5229048283.000000,,,1248769490.000000,3137423659.000000,,4386193149.000000,842855134.000000,5229048283.000000,38505409199.000000,,16500469502.000000,15530877641.000000,73773909146.000000,18671288327.000000,124476544616.000000,162981953815.000000,750000000.000000
12M 2022,,,9653355656.000000,4500000000.000000,5130869000.000000,53578022426.000000,53578022426.000000,53578022426.000000,2722499440.000000,19067216087.000000,1165585909.000000,95817548518.000000,,22881191420.000000,202428268.000000,53573112580.000000,4541664178.000000,81198396446.000000,177015944964.000000,,,31538512066.000000,4050000000.000000,,9024254047.000000,9024254047.000000,,5286923922.000000,5286923922.000000,1277062271.000000,157226805.000000,,,766213982.000000,1700823745.000000,9263059617.000000,11730097344.000000,12947677.000000,31538512066.000000,2796021254.000000,,,482555508.000000,1436599907.000000,,1919155415.000000,876865839.000000,2796021254.000000,34334533320.000000,,16965916440.000000,26215898177.000000,76540830961.000000,22958766066.000000,142681411644.000000,177015944964.000000,771178020.000000
12M 2023,,,10778945261.000000,,967500.000000,42685136225.000000,42685136225.000000,42685136225.000000,3015743668.000000,21599892282.000000,5532363703.000000,83613048639.000000,,37627051287.000000,245406234.000000,71373239191.000000,6068568797.000000,115314265509.000000,198927314148.000000,,,38926488026.000000,,,6378772379.000000,6378772379.000000,,5122169200.000000,5122169200.000000,1691776588.000000,247765022.000000,,,7873662608.000000,2026366780.000000,2065255751.000000,11965285139.000000,13520719698.000000,38926488026.000000,14194315541.000000,,,12957651606.000000,192835723.000000,,13150487329.000000,1043828212.000000,14194315541.000000,53120803567.000000,,16965916440.000000,34675914404.000000,69990548142.000000,24174131595.000000,145806510581.000000,198927314148.000000,771178020.000000
12M 2024,,,10852663938.000000,,967500.000000,48226730129.000000,48226730129.000000,48226730129.000000,3246117897.000000,19779892282.000000,7714388196.000000,89820759942.000000,,50649159773.000000,329838811.000000,107253769030.000000,10560512665.000000,168793280279.000000,258614040221.000000,,,81288004010.000000,3761500126.000000,,7864970354.000000,7864970354.000000,,10163291500.000000,10163291500.000000,912381315.000000,171125212.000000,,352938552.000000,17021707508.000000,4901522513.000000,11343661624.000000,33619830197.000000,24794905306.000000,81288004010.000000,31853496243.000000,,3591499014.000000,20730228777.000000,6287212331.000000,500000.000000,30609440122.000000,1244056121.000000,31853496243.000000,113141500253.000000,,16965916440.000000,36093331661.000000,67124392323.000000,25288899544.000000,145472539968.000000,258614040221.000000,771178020.000000
