Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,1160153.90,0.00,0.00,290.93 B,15.71%,25.45%,46.00%,22.83
12M 2021,0.00 B,701980.33,0.00,0.00,219.84 B,8.27%,13.43%,14.51%,11.04
12M 2022,0.00 B,380134.15,0.00,0.00,179.23 B,4.57%,6.71%,8.82%,7.34
12M 2023,5.00 B,22.34,0.00,0.00,193.24 B,6.93%,11.10%,10.42%,8.43
12M 2024,5.88 B,14.83,22.66,1.82,167.22 B,4.83%,6.36%,7.53%,5.07
