Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Portofolio Efek,Investasi Pada Entitas Asosiasi,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,16221454.000000,8434411.000000,8406602.000000,27809.000000,8434411.000000,5676653.000000,5676653.000000,,5676653.000000,5492612.000000,864591.000000,36689721.000000,,5119379.000000,4420472.000000,48265148.000000,,3391950.000000,61196949.000000,97886670.000000,,,23594203.000000,9373728.000000,,5279842.000000,162846.000000,5442688.000000,,921181.000000,,921181.000000,3419731.000000,993789.000000,,2324593.000000,806387.000000,62923.000000,3193903.000000,249183.000000,23594203.000000,12476716.000000,,6578416.000000,3007428.000000,81364.000000,9667208.000000,774796.000000,2034712.000000,12476716.000000,36070919.000000,,20116052.000000,8448315.000000,23999418.000000,,23999418.000000,23999418.000000,1377364.000000,7874602.000000,61815751.000000,97886670.000000,187000.000000
12M 2021,,,11512325.000000,10774253.000000,10765759.000000,8494.000000,10774253.000000,5693500.000000,5624182.000000,69318.000000,5693500.000000,9800521.000000,5081979.000000,42862578.000000,,1072894.000000,5012239.000000,59817325.000000,295441.000000,2163760.000000,68361659.000000,111224237.000000,,,31570046.000000,13753571.000000,,7209228.000000,694.000000,7209922.000000,,5496304.000000,,5496304.000000,506820.000000,870687.000000,,2737793.000000,874277.000000,62698.000000,3674768.000000,57974.000000,31570046.000000,10050540.000000,,4418384.000000,2710691.000000,17731.000000,7146806.000000,1202510.000000,1701224.000000,10050540.000000,41620586.000000,,20116052.000000,8448315.000000,31981712.000000,,31981712.000000,31981712.000000,1133358.000000,7924214.000000,69603651.000000,111224237.000000,187000.000000
12M 2022,,,13193999.000000,8459872.000000,8445688.000000,14184.000000,8459872.000000,135520.000000,71298.000000,64222.000000,135520.000000,8426626.000000,3866966.000000,34082983.000000,,1494078.000000,5394425.000000,55296213.000000,219649.000000,3190955.000000,65595320.000000,99678303.000000,,,17868836.000000,12056511.000000,,4307060.000000,,4307060.000000,,1446794.000000,,1446794.000000,,,,,,17731.000000,17731.000000,40740.000000,17868836.000000,2385543.000000,,,,,,,2385543.000000,2385543.000000,20254379.000000,,20116052.000000,8448315.000000,31860237.000000,,31860237.000000,31860237.000000,784782.000000,7568505.000000,68777891.000000,89032270.000000,187000.000000
12M 2023,,,20626278.000000,9194507.000000,9173544.000000,20963.000000,9194507.000000,12534.000000,12534.000000,,12534.000000,7364287.000000,4198155.000000,41395761.000000,,,6277334.000000,52680042.000000,276511.000000,3716108.000000,62949995.000000,104345756.000000,,,25409554.000000,16079556.000000,,4781481.000000,,4781481.000000,,178764.000000,,178764.000000,677828.000000,488876.000000,,748923.000000,2364603.000000,32478.000000,3146004.000000,57045.000000,25409554.000000,11036401.000000,,,6446434.000000,50885.000000,6497319.000000,1647882.000000,2891200.000000,11036401.000000,36445955.000000,,40927422.000000,8448315.000000,8162044.000000,2499029.000000,5663015.000000,8162044.000000,2712516.000000,7649504.000000,67899801.000000,104345756.000000,5000000000.000000
12M 2024,,,22052970.000000,9838889.000000,9668678.000000,170211.000000,9838889.000000,39171.000000,39171.000000,,39171.000000,7912667.000000,3931468.000000,43775165.000000,,4338510.000000,7065314.000000,53724544.000000,164818.000000,2819226.000000,68112412.000000,111887577.000000,,,15782815.000000,8212338.000000,,3800639.000000,74.000000,3800713.000000,,905996.000000,,905996.000000,94015.000000,452374.000000,,,2199860.000000,83286.000000,2283146.000000,34233.000000,15782815.000000,8556785.000000,,,4220980.000000,130740.000000,4351720.000000,1095664.000000,3109401.000000,8556785.000000,24339600.000000,,46611539.000000,19148559.000000,11846097.000000,2499029.000000,9347068.000000,11846097.000000,2641970.000000,7299812.000000,87547977.000000,111887577.000000,5882352900.000000
