Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.56,1.32,0.37,1.62,0.0,0.0,0.1,0.23,0.6
12M 2021,1.36,1.05,0.36,1.62,0.0,0.0,0.19,0.22,0.61
12M 2022,1.91,1.44,0.18,1.47,0.0,0.0,-0.02,0.12,0.3
12M 2023,1.63,1.34,0.39,1.6,0.0,0.0,0.08,0.25,0.56
12M 2024,2.77,2.27,0.17,1.32,0.0,0.0,-0.08,0.13,0.29
