Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2009,0.00,3468.40,0.00,3047.44,594 B,374 B,968 B,888 B,(446 B)
12M 2010,1.58,164.84,1.63,159.86,585 B,356 B,941 B,664 B,142 B
12M 2011,0.77,172.38,0.80,167.20,783 B,432 B,"1,216 B","1,116 B",(136 B)
12M 2012,0.52,204.94,0.53,199.53,718 B,360 B,"1,078 B","1,015 B",(117 B)
12M 2013,0.39,276.89,0.40,270.00,945 B,307 B,"1,252 B","1,134 B",(131 B)
12M 2014,0.40,288.37,0.41,281.52,"1,060 B",227 B,"1,287 B","1,151 B",(167 B)
12M 2015,0.23,316.21,0.23,309.43,"1,059 B",283 B,"1,343 B","1,137 B",(157 B)
12M 2016,0.43,313.59,0.44,307.75,"1,082 B",272 B,"1,354 B","1,172 B",(52 B)
12M 2017,0.39,322.01,0.40,316.11,"1,144 B",206 B,"1,350 B","1,193 B",(35 B)
12M 2018,0.25,349.41,0.26,343.78,"1,322 B",155 B,"1,476 B","1,301 B",36 B
12M 2019,0.27,338.85,0.28,333.69,"1,086 B",90 B,"1,177 B","1,010 B",171 B
12M 2020,0.43,368.75,0.44,363.31,954 B,32 B,986 B,588 B,371 B
12M 2021,0.44,390.28,0.44,384.81,"1,039 B",56 B,"1,095 B",803 B,533 B
12M 2022,0.42,411.47,0.42,406.18,"1,051 B",47 B,"1,097 B",897 B,582 B
12M 2023,0.39,405.47,0.39,400.50,"1,138 B",91 B,"1,229 B","1,009 B",459 B
12M 2024,0.31,424.76,0.31,419.86,"1,491 B","1,062 B","2,553 B","2,365 B",277 B
