Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,2.15,,2.11
12M 2020,39.24,32.1,65.27,6.07,9.3,,11.37,,3.3,,0.5,,3.13,,1.86
12M 2021,16.54,35.01,39.24,12.31,22.07,,10.43,,5.72,,0.65,,15.95,,1.08
12M 2022,17.15,34.14,35.77,-35.77,21.28,30.8,10.69,20.74,8.53,17.19,0.94,2.17,3.98,3.98,2.41
12M 2023,27.96,44.9,42.66,30.2,13.05,12.11,8.13,7.47,8.7,9.06,1.09,1.17,7.92,7.92,1.46
12M 2024,31.61,48.51,47.78,-22.07,11.55,10.0,7.52,6.35,10.31,10.23,1.15,1.06,6.73,6.73,1.49
