Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,(35 B),(1 B),(36 B),-25.24
12M 2016,(58 B),(2 B),(60 B),-41.99
12M 2017,54 B,(4 B),50 B,34.84
12M 2018,21 B,(6 B),15 B,10.64
12M 2019,14 B,(2 B),12 B,8.15
12M 2020,(21 B),(13 B),(34 B),-23.88
12M 2021,(52 B),,(52 B),-36.14
12M 2022,53 B,(0 B),53 B,36.86
12M 2023,21 B,,21 B,14.73
12M 2024,14 B,,14 B,9.60
