Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,14 B,(9 B),5 B,952853.23
12M 2019,4 B,(3 B),1 B,142182.60
12M 2020,4 B,(3 B),1 B,12267.71
12M 2021,10 B,(31 B),(21 B),-22.63
12M 2022,8 B,(35 B),(27 B),-29.47
12M 2023,17 B,(20 B),(2 B),-2.69
12M 2024,27 B,(6 B),21 B,22.59
