Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,66635496563.000000,-30588334515.000000,36047162048.000000,-24079891488.000000,-24079891488.000000,-24079891488.000000,11967270560.000000,-4563718859.000000,-3723556985.000000,-840161874.000000,-4563718859.000000,7403551701.000000,-2204632249.000000,-2329886749.000000,125254500.000000,-2204632249.000000,5198919452.000000,135767250.000000,5334686702.000000,5198919452.000000,5198919452.000000,,5198919452.000000,5334686702.000000,5334686702.000000,,5334686702.000000
12M 2019,71962334123.000000,-33667726548.000000,38294607575.000000,-27414804094.000000,-27414804094.000000,-27414804094.000000,10879803481.000000,-3749559985.000000,-3428823723.000000,-320736262.000000,-3749559985.000000,7130243496.000000,-2510282395.000000,-2650621895.000000,140339500.000000,-2510282395.000000,4619961101.000000,-138643500.000000,4481317601.000000,4619961101.000000,4619961101.000000,,4619961101.000000,4481317601.000000,4481317601.000000,,4481317601.000000
12M 2020,74268101957.000000,-36511872821.000000,37756229136.000000,-25280152487.000000,-25280152487.000000,-25280152487.000000,12476076649.000000,-4728874951.000000,-3439392308.000000,-1289482643.000000,-4728874951.000000,7747201698.000000,-2442564595.000000,-2582774115.000000,140209520.000000,-2442564595.000000,5304637103.000000,67912127424.000000,73216764527.000000,5304637103.000000,5304637103.000000,,5304637103.000000,73216764527.000000,73216764527.000000,,73216764527.000000
12M 2021,88261234963.000000,-42237404268.000000,46023830695.000000,-33336731066.000000,-33336731066.000000,-33336731066.000000,12687099629.000000,-3042109106.000000,-2767417910.000000,-274691196.000000,-3042109106.000000,9644990523.000000,-2231124863.000000,-2721663945.000000,490539082.000000,-2231124863.000000,7413865660.000000,2156833760.000000,9570699420.000000,7413865660.000000,7413865660.000000,,7413865660.000000,9570699420.000000,9570699420.000000,,9570699420.000000
12M 2022,103643140314.000000,-51476912692.000000,52166227622.000000,-41712385566.000000,-41712385566.000000,-41712385566.000000,10453842056.000000,-2570141209.000000,-3451113055.000000,880971846.000000,-2570141209.000000,7883700847.000000,-3399257478.000000,-2963641163.000000,-435616315.000000,-3399257478.000000,4484443369.000000,944265660.000000,5428709029.000000,4484443369.000000,4484443369.000000,,4484443369.000000,5428709029.000000,5428709029.000000,,5428709029.000000
12M 2023,113369718012.000000,-59725789911.000000,53643928101.000000,-39585647404.000000,-39585647404.000000,-39585647404.000000,14058280697.000000,-6445258531.000000,-3620030831.000000,-2825227700.000000,-6445258531.000000,7613022166.000000,-2880407464.000000,-2978408840.000000,98001376.000000,-2880407464.000000,4732614702.000000,1038786840.000000,5771401542.000000,4732614702.000000,4732614702.000000,,4732614702.000000,5771401542.000000,5771401542.000000,,5771401542.000000
12M 2024,131677483280.000000,-62159988260.000000,69517495020.000000,-49374705650.000000,-49374705650.000000,-49374705650.000000,20142789370.000000,-2905418125.000000,-3046657501.000000,141239376.000000,-2905418125.000000,17237371245.000000,-3879597583.000000,-4766700180.000000,887102597.000000,-3879597583.000000,13357773662.000000,114203700.000000,13471977362.000000,13357773662.000000,13357773662.000000,,13357773662.000000,13471977362.000000,13471977362.000000,,13471977362.000000
