Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,14456472.26,0.00,14456472.26,29 B,2 B,31 B,28 B,(7 B)
12M 2019,0.00,15352735.78,0.00,15352735.78,30 B,1 B,31 B,29 B,(5 B)
12M 2020,0.00,2307391.44,0.00,2307391.44,30 B,,30 B,28 B,(3 B)
12M 2021,1.90,221.13,1.90,221.13,26 B,0 B,26 B,3 B,23 B
12M 2022,0.88,226.98,0.88,226.98,26 B,13 B,40 B,31 B,8 B
12M 2023,0.68,231.68,0.68,231.68,23 B,18 B,41 B,36 B,3 B
12M 2024,0.50,245.07,0.50,245.07,16 B,17 B,33 B,22 B,10 B
