Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Pembelian Aset Tetap,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Utang Pembelian Aset Tetap,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,2414801058.000000,16788694454.000000,16788694454.000000,,16788694454.000000,1538394332.000000,1538394332.000000,,1538394332.000000,4958332163.000000,1632741054.000000,27332963061.000000,,95241675618.000000,884167250.000000,,96125842868.000000,123458805929.000000,,,34337144850.000000,,,4638545197.000000,,4638545197.000000,325162627.000000,326078388.000000,,29047358638.000000,,,29047358638.000000,34337144850.000000,16839299798.000000,,1697500009.000000,,,,1697500009.000000,15141799789.000000,16839299798.000000,51176444648.000000,,5000000000.000000,11294492000.000000,55852102031.000000,,55852102031.000000,55852102031.000000,135767250.000000,72282361281.000000,123458805929.000000,5000.000000
12M 2019,,,2110513824.000000,19603843014.000000,19603843014.000000,,19603843014.000000,1839623456.000000,1839623456.000000,,1839623456.000000,4856716612.000000,2430998943.000000,30841695849.000000,,95279676341.000000,1070721250.000000,,96350397591.000000,127192093440.000000,,,35539706786.000000,,,4207608437.000000,,4207608437.000000,847527160.000000,708132698.000000,,29025213598.000000,,751224893.000000,29776438491.000000,35539706786.000000,14888707772.000000,,727500013.000000,,,564727675.000000,1292227688.000000,13596480084.000000,14888707772.000000,50428414558.000000,,5000000000.000000,11294492000.000000,60472063132.000000,,60472063132.000000,60472063132.000000,-2876250.000000,76763678882.000000,127192093440.000000,5000.000000
12M 2020,,,1779321245.000000,17926429511.000000,17926429511.000000,,17926429511.000000,705519000.000000,705519000.000000,,705519000.000000,4228647009.000000,6517658326.000000,31157575091.000000,,1171327520.000000,162924717031.000000,,164096044551.000000,195253619642.000000,,,34574101325.000000,,,2613030989.000000,,2613030989.000000,1255009264.000000,1098125425.000000,,29043207971.000000,,564727676.000000,29607935647.000000,34574101325.000000,10699074907.000000,,,,,,,10699074907.000000,10699074907.000000,45273176232.000000,,65000000000.000000,11294492000.000000,5776700236.000000,650000000.000000,5126700236.000000,5776700236.000000,67909251174.000000,149980443410.000000,195253619642.000000,65000.000000
12M 2021,,,23098927850.000000,23651764993.000000,23651764993.000000,,23651764993.000000,485514901.000000,485514901.000000,,485514901.000000,4645427728.000000,3706315022.000000,55587950494.000000,,1598288362.000000,193432516941.000000,,195030805303.000000,250618755797.000000,,,32653492122.000000,,,3904713081.000000,,3904713081.000000,1806760711.000000,985412459.000000,,25200000000.000000,,756605871.000000,25956605871.000000,32653492122.000000,12672503698.000000,,,,,79614129.000000,79614129.000000,12592889569.000000,12672503698.000000,45325995820.000000,,92840000000.000000,29196109147.000000,13190565896.000000,928400000.000000,12262165896.000000,13190565896.000000,70066084934.000000,205292759977.000000,250618755797.000000,928400000.000000
12M 2022,,,8303760784.000000,23431361086.000000,22953314008.000000,478047078.000000,23431361086.000000,343658434.000000,343658434.000000,,343658434.000000,6025552217.000000,3068310584.000000,41172643105.000000,,896340707.000000,227537066528.000000,,228433407235.000000,269606050340.000000,,,32807155200.000000,22090304385.000000,,5113964910.000000,,5113964910.000000,507340517.000000,1118714197.000000,,2153735108.000000,1823096083.000000,,3976831191.000000,32807155200.000000,25726381274.000000,,13497326003.000000,,,,13497326003.000000,12229055271.000000,25726381274.000000,58533536474.000000,,92992628200.000000,29394525807.000000,17675009265.000000,1500000000.000000,16175009265.000000,17675009265.000000,71010350594.000000,211072513866.000000,269606050340.000000,929926282.000000
12M 2023,,,4752400850.000000,21871132540.000000,21723493064.000000,147639476.000000,21871132540.000000,293821754.000000,293821754.000000,,293821754.000000,3590398643.000000,1177298350.000000,31685052137.000000,,701350923.000000,236111457950.000000,7682053499.000000,244494862372.000000,276179914509.000000,,,28759983579.000000,17441570918.000000,,2606813641.000000,,2606813641.000000,1109235145.000000,2522029972.000000,,4294394782.000000,785939121.000000,,5080333903.000000,28759983579.000000,31970904945.000000,,17550667753.000000,363058391.000000,223816039.000000,,18137542183.000000,13833362762.000000,31970904945.000000,60730888524.000000,,92992628200.000000,29394525807.000000,21012734544.000000,1500000000.000000,19512734544.000000,21012734544.000000,72049137434.000000,215449025985.000000,276179914509.000000,929926282.000000
12M 2024,,,10422997167.000000,21850645976.000000,21822757171.000000,27888805.000000,21850645976.000000,156652796.000000,156652796.000000,,156652796.000000,4949835404.000000,1821420220.000000,39201551563.000000,,1556242220.000000,248138526500.000000,1079736526.000000,250774505246.000000,289976056809.000000,,,29111960603.000000,8289774950.000000,,2418379903.000000,225711280.000000,2644091183.000000,2512108560.000000,7999096620.000000,,4328970427.000000,3337918863.000000,,7666889290.000000,29111960603.000000,32966011769.000000,,15350778638.000000,1208786341.000000,376261423.000000,,16935826402.000000,16030185367.000000,32966011769.000000,62077972372.000000,,92992628200.000000,29394525807.000000,33347589296.000000,2500000000.000000,30847589296.000000,33347589296.000000,72163341134.000000,227898084437.000000,289976056809.000000,929926282.000000
