Period,Total Pendapatan,Pendapatan Bunga,Others,Total Pendapatan,Total Beban Pokok Penjualan,Beban Bunga,Others,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Pendapatan Operasional Lainnya,Penerimaan Kembali Aset Yang Telah Dihapusbukukan,Provisi Dan Komisi Lainnya,Others,Total Pendapatan Operasional Lainnya,Beban Operasional Lainnya,Beban Tenaga Kerja,Beban Umum Dan Administrasi,Pemulihan Cadangan Kerugian Penurunan Nilai Aset Keuangan Dan Non- Keuangan,Others,Total Beban Operasional Lainnya,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Non-Operasional,Beban Non-Operasional,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,1025409212453.000000,1025308552453.000000,100660000.000000,1025409212453.000000,-334818767557.000000,-334635203757.000000,-183563800.000000,-334818767557.000000,690590444896.000000,-451404979487.000000,,,,85984323588.000000,85984323588.000000,,-179353269291.000000,-113900160563.000000,-225734611488.000000,-18401261733.000000,-537389303075.000000,-451404979487.000000,239185465409.000000,680741445.000000,680741445.000000,,680741445.000000,239866206854.000000,-60605014346.000000,179261192508.000000,298679809625.000000,477941002133.000000,179261192508.000000,179261192508.000000,,179261192508.000000,477941002133.000000,477941002133.000000,,477941002133.000000
12M 2017,1026201831931.000000,1026127401121.000000,74430810.000000,1026201831931.000000,-301880285078.000000,-301820895078.000000,-59390000.000000,-301880285078.000000,724321546853.000000,-371306740734.000000,,,,120539542703.000000,120539542703.000000,,-183837209743.000000,-141030381673.000000,-144686862182.000000,-22291829839.000000,-491846283437.000000,-371306740734.000000,353014806119.000000,558326888.000000,558326888.000000,,558326888.000000,353573133007.000000,-89819756386.000000,263753376621.000000,196625061214.000000,460378437835.000000,263753376621.000000,263753376621.000000,,263753376621.000000,460378437835.000000,460378437835.000000,,460378437835.000000
12M 2018,1026137099056.000000,1026137099056.000000,,1026137099056.000000,-339192456458.000000,-339167553637.000000,-24902821.000000,-339192456458.000000,686944642598.000000,-327058391549.000000,,45920580711.000000,10643805002.000000,45153964692.000000,101718350405.000000,,-223069965475.000000,-126712051129.000000,-78994725350.000000,,-428776741954.000000,-327058391549.000000,359886251049.000000,-4336959982.000000,2142447015.000000,-6479406997.000000,-4336959982.000000,355549291067.000000,-89686726342.000000,265862564725.000000,-200472057884.000000,65390506841.000000,265862564725.000000,265862564725.000000,,265862564725.000000,65390506841.000000,65390506841.000000,,65390506841.000000
12M 2019,1058536635511.000000,1058536635511.000000,,1058536635511.000000,-358120232566.000000,-358086464478.000000,-33768088.000000,-358120232566.000000,700416402945.000000,-368715786659.000000,,49370821296.000000,11488626656.000000,43809269046.000000,104668716998.000000,,-235305951676.000000,-138511004693.000000,-99567547288.000000,,-473384503657.000000,-368715786659.000000,331700616286.000000,-927025089.000000,2488609726.000000,-3415634815.000000,-927025089.000000,330773591197.000000,-83199865014.000000,247573726183.000000,145360802387.000000,392934528570.000000,247573726183.000000,247573726183.000000,,247573726183.000000,392934528570.000000,392934528570.000000,,392934528570.000000
12M 2020,1122202992204.000000,1122202992204.000000,,1122202992204.000000,-326786068033.000000,-326616871157.000000,-169196876.000000,-326786068033.000000,795416924171.000000,-379643027423.000000,,33163313751.000000,10607019893.000000,111464777322.000000,155235110966.000000,,-226502454255.000000,-152265347019.000000,-156110337115.000000,,-534878138389.000000,-379643027423.000000,415773896748.000000,4202284448.000000,4235780392.000000,-33495944.000000,4202284448.000000,419976181196.000000,-94044062672.000000,325932118524.000000,298258103622.000000,624190222146.000000,325932118524.000000,325932118524.000000,,325932118524.000000,624190222146.000000,624190222146.000000,,624190222146.000000
12M 2021,1210024703763.000000,1210024703763.000000,,1210024703763.000000,-295120326839.000000,-295051200056.000000,-69126783.000000,-295120326839.000000,914904376924.000000,-251224447031.000000,,51143088804.000000,10998340180.000000,100568482567.000000,162709911551.000000,,-232510178053.000000,-147920948841.000000,-33503231688.000000,,-413934358582.000000,-251224447031.000000,663679929893.000000,1893156103.000000,2323016478.000000,-429860375.000000,1893156103.000000,665573085996.000000,-145993059576.000000,519580026420.000000,-119214777485.000000,400365248935.000000,519580026420.000000,519580026420.000000,,519580026420.000000,400365248935.000000,400365248935.000000,,400365248935.000000
12M 2022,1291746266046.000000,1291746266046.000000,,1291746266046.000000,-297047307676.000000,-297052724277.000000,5416601.000000,-297047307676.000000,994698958370.000000,-325840091843.000000,,30634555954.000000,11461726769.000000,81039927165.000000,123136209888.000000,,-271438470119.000000,-153156818143.000000,-24381013469.000000,,-448976301731.000000,-325840091843.000000,668858866527.000000,1576016303.000000,1834504196.000000,-258487893.000000,1576016303.000000,670434882830.000000,-147331000605.000000,523103882225.000000,-122658676408.000000,400445205817.000000,523103882225.000000,523103882225.000000,,523103882225.000000,400445205817.000000,400445205817.000000,,400445205817.000000
12M 2023,1233332886446.000000,1233332886446.000000,,1233332886446.000000,-296366872454.000000,-296342161454.000000,-24711000.000000,-296366872454.000000,936966013992.000000,-403175382114.000000,,33153420439.000000,10897781484.000000,74169606038.000000,118220807961.000000,,-297630525745.000000,-179778982004.000000,-43986682326.000000,,-521396190075.000000,-403175382114.000000,533790631878.000000,1323749664.000000,1627280244.000000,-303530580.000000,1323749664.000000,535114381542.000000,-117978112547.000000,417136268995.000000,72227670065.000000,489363939060.000000,417136268995.000000,417136268995.000000,,417136268995.000000,489363939060.000000,489363939060.000000,,489363939060.000000
12M 2024,1218340799191.000000,1218340799191.000000,,1218340799191.000000,-302016210498.000000,-302063794649.000000,47584151.000000,-302016210498.000000,916324588693.000000,-395287083279.000000,,69191249406.000000,10241636236.000000,60436389159.000000,139869274801.000000,,-313356698660.000000,-184279643943.000000,-37520015477.000000,,-535156358080.000000,-395287083279.000000,521037505414.000000,237245478.000000,1947299677.000000,-1710054199.000000,237245478.000000,521274750892.000000,-117885566854.000000,403389184038.000000,-84583066306.000000,318806117732.000000,403389184038.000000,403389184038.000000,,403389184038.000000,318806117732.000000,318806117732.000000,,318806117732.000000
