Period,Arus Kas Dari Aktivitas Operasi,"Penerimaan Pendapatan Bunga, Provisi Dan Administrasi",Pembayaran Beban Bunga,Pendapatan Operasional Lainnya,Beban Operasional Lainnya,Penerimaan Kembali Kredit Yang Dihapus Buku,Penghapusan Kredit,Hasil Penjualan Agunan Diambil Alih,Pendapatan (Beban) Non Operasional,Pembayaran Beban Umum Dan Administrasi,Pembayaran Beban Imbalan Kerja Karyawan,Pembayaran Beban Pajak,Adjustment,Penurunan (Kenaikan) Aset Operasional:,Penematan Pada Bank Lain,Efek-Efek Yang Dijual Dengan Janji Dibeli Kembali,Efek-Efek Yang Dibeli Dengan Janji Dijual Kembali,Surat-Surat Berharga Tersedia Untuk Dijual,Kredit Yang Dlberikan,Tagihan Akseptasi,Agunan Diambil Alih,Aset Lain-Lain,Total Penurunan (Kenaikan) Aset Operasional:,Kenaikan (Penurunan) Kewajiban Operasional:,Liabilitas Segera,Simpanan Nasabah,Simpanan Dari Bank Lain,Liabilitas Akseptasi,Liabilitas Lain-Lain,Total Kenaikan (Penurunan) Kewajiban Operasional:,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Kenaikan (Penurunan) Efek-Efek Yang Tersedia Untuk Dijual,Tagihan Atas Surat Berharga Reverse Repo,Hasil Penjualan Aset Tetap,Penambahan Aset Tidak Berwujud,Pembelian Aset Hak Guna,Perolehan Aset Tetap,Penempatan Deposit,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Efek-Efek Yang Dibeli Dengan Janji Dijual Kembali (Reverse Repo),Penurunan (Kenaikan) Efek-Efek Yang Dijual Dengan Janji Dibeli Kembali,Kenaikan (Penurunan) Liabilitas Atas Surat Berharga Yang Dijual Dengan Janji Dibeli Kembali,Penjualan (Pembelian) Saham Treasuri,Pembagian Dividen,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2016,98065270245.000000,1025308552453.000000,-337130382515.000000,44282930740.000000,-465859923770.000000,,,,1537438196.000000,,-6463248000.000000,-77767604330.000000,,,-24131630889.000000,,,-1639451514024.000000,822011136579.000000,,739971960.000000,-9736211976.000000,-850568248350.000000,,,761168564167.000000,,,3557191654.000000,764725755821.000000,98065270245.000000,-12693407698.000000,,,718600000.000000,-2422732377.000000,,-10989275321.000000,,-12693407698.000000,-60001620300.000000,,,,,-60001620300.000000,-60001620300.000000,25370242247.000000,847852282239.000000,-1383657421.000000,871838867065.000000
12M 2017,263796953345.000000,1026127401122.000000,-301396486619.000000,121848575857.000000,-454805341734.000000,,,,558326887.000000,,-4606799000.000000,-79118246507.000000,,,,,,-180966944816.000000,-670685419799.000000,,,28948761935.000000,-822703602680.000000,,,775865036035.000000,,,2028089984.000000,777893126019.000000,263796953345.000000,-30015666181.000000,,,854729999.000000,-1421448394.000000,,-25715156666.000000,-3733791120.000000,-30015666181.000000,-60001620300.000000,,,,,-60001620300.000000,-60001620300.000000,173779666864.000000,871838867065.000000,-1026262727.000000,1044592271202.000000
12M 2018,-201484262662.000000,1027001962528.000000,-335962266956.000000,101693447584.000000,,,,,-5382287682.000000,-105070067566.000000,-219446861305.000000,-91044031985.000000,,,-10000000000.000000,,,,-556741468909.000000,,,-6670593113.000000,-573412062022.000000,,-17712247.000000,-4517002738.000000,2201355241.000000,,2471264486.000000,137904742.000000,-201484262662.000000,478191309751.000000,502031121284.000000,,1567750000.000000,-4021311800.000000,,-21386249733.000000,,478191309751.000000,-72924579843.000000,,-349357348500.000000,336448216557.000000,-13827600.000000,-60001620300.000000,-72924579843.000000,203782467246.000000,1044592271202.000000,,1248374738448.000000
12M 2019,313060537794.000000,1053977373404.000000,-360497078941.000000,104515776183.000000,,,,,1379292695.000000,-116879510206.000000,-238833129141.000000,-87162428061.000000,,,32000000000.000000,,,,-629362121382.000000,,,3458667361.000000,-593903454021.000000,,-10820433.000000,502224789274.000000,42907200031.000000,,5342527010.000000,550463695882.000000,313060537794.000000,-506257930760.000000,-489546444221.000000,,1457250000.000000,-8261163600.000000,,-9907572939.000000,,-506257930760.000000,4322513374.000000,,117217790000.000000,-112416784051.000000,-478492575.000000,,4322513374.000000,-188874879592.000000,1248374738448.000000,,1059499858856.000000
12M 2020,1894438892644.000000,1103867456227.000000,-326290269387.000000,145893391470.000000,,,,,4088581514.000000,-128962799204.000000,-216426202340.000000,-86612571440.000000,,,8000000000.000000,,,,424752371226.000000,,,-6449492596.000000,426302878630.000000,,,1024209705650.000000,-46756908767.000000,,-4874369709.000000,972578427174.000000,1894438892644.000000,-2218909520911.000000,-2211577641176.000000,,288802000.000000,-3398628331.000000,-1052966700.000000,-3169086704.000000,,-2218909520911.000000,-60571398406.000000,,232139558500.000000,-224031432506.000000,-68679524400.000000,,-60571398406.000000,-385042026673.000000,1059499858856.000000,,674457832183.000000
12M 2021,1212894277462.000000,1198404325917.000000,-300480443208.000000,162117859707.000000,,,,,817542268.000000,-131026798422.000000,-244209958078.000000,-144906861440.000000,,,,,,,-800303178812.000000,,,4692751625.000000,-795610427187.000000,,,1276254862105.000000,170780642328.000000,,20753533472.000000,1467789037905.000000,1212894277462.000000,-809569677714.000000,-781281988316.000000,,1102797100.000000,-2814526000.000000,-1213861700.000000,-25362098798.000000,,-809569677714.000000,-117882114989.000000,,-107621789701.000000,109547424506.000000,155272425.000000,-119963022219.000000,-117882114989.000000,285442484759.000000,674457832183.000000,,959900316942.000000
12M 2022,-472446909551.000000,1298137703470.000000,-296941506716.000000,123141626489.000000,,,,,872028048.000000,-117359774396.000000,-258655849709.000000,-151127656680.000000,,,,,,,-909758980613.000000,,,3442347934.000000,-906316632679.000000,,,-240141761951.000000,-66937685825.000000,,142882600398.000000,-164196847378.000000,-472446909551.000000,985647461929.000000,1021887147222.000000,,1028427928.000000,-9551987152.000000,-528554477.000000,-27187571592.000000,,985647461929.000000,-130269515471.000000,,-521170783306.000000,528868644923.000000,,-137967377088.000000,-130269515471.000000,382931036907.000000,959900316942.000000,,1342831353849.000000
12M 2023,-388911774879.000000,1251902668966.000000,-294653280665.000000,118196096961.000000,,,,,1020410702.000000,-139753728329.000000,-287508833067.000000,-117493990460.000000,,,,628792573007.000000,-629220960855.000000,,-603067303408.000000,,,-135065490.000000,-603630756746.000000,,,-81655021307.000000,-95701614725.000000,,-139633726209.000000,-316990362241.000000,-388911774879.000000,978645734500.000000,1056825718017.000000,,418918919.000000,-15902161270.000000,-1167927748.000000,-61528813418.000000,,978645734500.000000,-776423717205.000000,,,-638416069429.000000,,-138007647776.000000,-776423717205.000000,-186689757584.000000,1342831353849.000000,,1156141596265.000000
12M 2024,-1918191061757.000000,1228876738523.000000,-301508377455.000000,139916858952.000000,,,,,-677967339.000000,-191733762535.000000,-307427794978.000000,-122935318000.000000,,,,-976576968771.000000,629220960855.000000,,-1483983236828.000000,,,-4228391694.000000,-1835567636438.000000,,,-559024816027.000000,40204877831.000000,,-8313864291.000000,-527133802487.000000,-1918191061757.000000,1004200186655.000000,1041163151712.000000,,1144736036.000000,-5024887180.000000,-470696666.000000,-32612117247.000000,,1004200186655.000000,837573906912.000000,,,971687076002.000000,3894478686.000000,-138007647776.000000,837573906912.000000,-76416968190.000000,1156141596265.000000,,1079724628075.000000
