Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Retensi,Pihak Ketiga,Pihak Berelasi,Total Piutang Retensi,Tagihan Bruto Kepada Pemberi Kerja,Pihak Ketiga,Pihak Berelasi,Total Tagihan Bruto Kepada Pemberi Kerja,Persediaan,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Tanah Untuk Dikembangkan,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Investasi Pada Entitas Asosiasi,Properti Investasi,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Pihak Ketiga,Pihak Berelasi,Total Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Pinjaman Investasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,139362678143.000000,410188908231.000000,322602261502.000000,87586646729.000000,410188908231.000000,228328661319.000000,211124603634.000000,17204057685.000000,228328661319.000000,366986940821.000000,307102406954.000000,59884533867.000000,366986940821.000000,371465173725.000000,,,,,166525431998.000000,1682857794237.000000,,135549875711.000000,1865910669.000000,,,1865910669.000000,31304038200.000000,,,,,177360381691.000000,346080206271.000000,2028938000508.000000,,,912778360728.000000,,15475696967.000000,407031425186.000000,422507122153.000000,,213512809266.000000,24609673980.000000,238122483246.000000,4080756236.000000,164974320045.000000,,,40352716978.000000,40352716978.000000,4934314538.000000,,,4934314538.000000,37806647532.000000,912778360728.000000,470912065076.000000,,,,452142193205.000000,452142193205.000000,18769871871.000000,470912065076.000000,1383690425804.000000,,480000000000.000000,,173488710597.000000,30262223765.000000,143226486832.000000,173488710597.000000,,-8241135892.000000,645247574705.000000,2028938000509.000000,4800000000.000000
12M 2017,,,1698735455837.000000,943617392033.000000,666229791381.000000,277387600652.000000,943617392033.000000,370416406152.000000,319758157648.000000,50658248504.000000,370416406152.000000,625245160830.000000,430105547909.000000,195139612921.000000,625245160830.000000,322152045616.000000,,,,,209570072696.000000,4169736533164.000000,,135885347051.000000,12684183975.000000,,,12684183975.000000,63637121460.000000,,,,81715242.000000,225703281922.000000,437991649650.000000,4607728182814.000000,,,2152114413619.000000,,48860558711.000000,564562965968.000000,613423524679.000000,,692632239947.000000,20806404827.000000,713438644774.000000,24936601564.000000,348965527515.000000,,,386247823858.000000,386247823858.000000,4847961257.000000,,,4847961257.000000,60254329972.000000,2152114413619.000000,731874604287.000000,,,,700997391859.000000,700997391859.000000,30877212428.000000,731874604287.000000,2883989017906.000000,,957200000000.000000,522665811639.000000,235392201617.000000,46915740479.000000,188476461138.000000,235392201617.000000,25374362971.000000,-16893211320.000000,1723739164907.000000,4607728182813.000000,9572000000.000000
12M 2018,,,1765908779931.000000,979306748352.000000,665695055635.000000,313611692717.000000,979306748352.000000,485489218907.000000,408286582037.000000,77202636870.000000,485489218907.000000,1341657042354.000000,533870221258.000000,807786821096.000000,1341657042354.000000,298812983066.000000,,,,,403400190471.000000,5274574963081.000000,,136166547051.000000,25103923325.000000,,,25103923325.000000,86169463218.000000,,,,47881493.000000,368237182394.000000,615724997481.000000,5890299960562.000000,,,2880215999563.000000,,,,,,1682251000975.000000,350166659499.000000,2032417660474.000000,13592311351.000000,663478984331.000000,,,63438379985.000000,63438379985.000000,,1442444582.000000,6095407086.000000,7537851668.000000,99750811754.000000,2880215999563.000000,873255505295.000000,,,,868941134768.000000,868941134768.000000,4314370527.000000,873255505295.000000,3753471504858.000000,,957200000000.000000,522862769158.000000,623071054910.000000,58974287000.000000,564096767910.000000,623071054910.000000,25736507868.000000,7958123768.000000,2136828455704.000000,5890299960562.000000,9572000000.000000
12M 2019,,,1456213508216.000000,872654929196.000000,649999788373.000000,222655140823.000000,872654929196.000000,522962917230.000000,393472358769.000000,129490558461.000000,522962917230.000000,1522763560215.000000,795394815861.000000,727368744354.000000,1522763560215.000000,360110927932.000000,,,,,352439751599.000000,5087145594388.000000,,36588650000.000000,39603481284.000000,,,39603481284.000000,148616268053.000000,,248028668000.000000,,47411258.000000,637284039139.000000,1110168517734.000000,6197314112122.000000,,,3057900430761.000000,,,176845315377.000000,176845315377.000000,,1118995784793.000000,756247257719.000000,1875243042512.000000,55975405628.000000,805738990596.000000,,,25868493086.000000,25868493086.000000,,,6617424295.000000,6617424295.000000,111611759267.000000,3057900430761.000000,680008851486.000000,,,,670319024818.000000,670319024818.000000,9689826668.000000,680008851486.000000,3737909282247.000000,,957200000000.000000,522862769158.000000,941448663144.000000,78974287000.000000,862474376144.000000,941448663144.000000,30445110109.000000,7448287464.000000,2459404829875.000000,6197314112122.000000,9572000000.000000
12M 2020,,,1507999460818.000000,645054144477.000000,455754901922.000000,189299242555.000000,645054144477.000000,558750755203.000000,389249046810.000000,169501708393.000000,558750755203.000000,1211506668732.000000,501097959367.000000,710408709365.000000,1211506668732.000000,376529557724.000000,,,,,402867807330.000000,4702708394284.000000,,36588650000.000000,27462142067.000000,,,27462142067.000000,180651691205.000000,,253673247334.000000,,298027329.000000,880500724430.000000,1379174482365.000000,6081882876649.000000,,,3164038985852.000000,,252208046886.000000,154007000000.000000,406215046886.000000,,1468031959651.000000,653699842185.000000,2121731801836.000000,8960758374.000000,495048647495.000000,,2812200000.000000,24574307651.000000,27386507651.000000,,11187814977.000000,7058700052.000000,18246515029.000000,86449708581.000000,3164038985852.000000,722939475056.000000,,,106187800000.000000,604956333211.000000,711144133211.000000,11795341845.000000,722939475056.000000,3886978460908.000000,,957200000000.000000,522862769158.000000,674928707547.000000,100974287000.000000,573954420547.000000,674928707547.000000,32970836646.000000,6942102390.000000,2194904415741.000000,6081882876649.000000,9572000000.000000
12M 2021,,,1467874131042.000000,564623658082.000000,444216010496.000000,120407647586.000000,564623658082.000000,606357267520.000000,411186663728.000000,195170603792.000000,606357267520.000000,603754042496.000000,345552310190.000000,258201732306.000000,603754042496.000000,323408407224.000000,,,,,890564586411.000000,4456582092775.000000,,36588650000.000000,28664989733.000000,,,28664989733.000000,142139595194.000000,,258188600000.000000,,299182738.000000,1051536115568.000000,1517417133233.000000,5973999226008.000000,,,3062982212727.000000,,129247178780.000000,299890000000.000000,429137178780.000000,,1210515927951.000000,796848054778.000000,2007363982729.000000,7099998798.000000,455616241090.000000,,5155700000.000000,34759790341.000000,39915490341.000000,,32257105595.000000,6804625099.000000,39061730694.000000,84787590295.000000,3062982212727.000000,529425895069.000000,,,101032100000.000000,421401781186.000000,522433881186.000000,6992013883.000000,529425895069.000000,3592408107796.000000,,957200000000.000000,522862769158.000000,858082911857.000000,116274287000.000000,741808624857.000000,858082911857.000000,35478491722.000000,7966945475.000000,2381591118212.000000,5973999226008.000000,9572000000.000000
12M 2022,,,916343786462.000000,539051262945.000000,361320171721.000000,177731091224.000000,539051262945.000000,463544774402.000000,332427024671.000000,131117749731.000000,463544774402.000000,646604958116.000000,353472520315.000000,293132437801.000000,646604958116.000000,370963837865.000000,,,,,1043326255956.000000,3979834875746.000000,,36588650000.000000,19035612829.000000,3359618290.000000,15675994539.000000,19035612829.000000,93030991532.000000,37651510409.000000,258188600000.000000,,,1000098098167.000000,1444593462937.000000,5424428338683.000000,,,2007724479072.000000,,,500000000000.000000,500000000000.000000,,587941299398.000000,462298866408.000000,1050240165806.000000,12188894311.000000,311459678024.000000,,7030500000.000000,3436178700.000000,10466678700.000000,,32472090100.000000,3324022635.000000,35796112735.000000,87572949496.000000,2007724479072.000000,876697486451.000000,,,94001600000.000000,774749671082.000000,868751271082.000000,7946215369.000000,876697486451.000000,2884421965523.000000,,957200000000.000000,524082899858.000000,1046728689285.000000,137664287000.000000,909064402285.000000,1046728689285.000000,2134786549.000000,9859997468.000000,2540006373160.000000,5424428338683.000000,9572000000.000000
12M 2023,,,1036429035233.000000,695923466568.000000,325301885017.000000,370621581551.000000,695923466568.000000,538978809367.000000,392096257279.000000,146882552088.000000,538978809367.000000,536430188498.000000,299572229472.000000,236857959026.000000,536430188498.000000,401632058715.000000,,,,,1051676893859.000000,4261070452240.000000,,46677650000.000000,142707804334.000000,2095250645.000000,140612553689.000000,142707804334.000000,71317226363.000000,23027110013.000000,259413425000.000000,,,757320167533.000000,1300463383243.000000,5561533835483.000000,,,2205579303012.000000,,26500000000.000000,103000000000.000000,129500000000.000000,,836855771209.000000,608412227195.000000,1445267998404.000000,11336389129.000000,439171874071.000000,,8938000000.000000,2070019625.000000,11008019625.000000,,34892272952.000000,3167690037.000000,38059962989.000000,131235058794.000000,2205579303012.000000,797207437241.000000,,,85063600000.000000,700255181034.000000,785318781034.000000,11888656207.000000,797207437241.000000,3002786740253.000000,,957200000000.000000,524082899858.000000,1070266607813.000000,160828527000.000000,909438080813.000000,1070266607813.000000,1932778469.000000,5264809090.000000,2558747095230.000000,5561533835483.000000,9572000000.000000
12M 2024,,,1030732161959.000000,545160626507.000000,281960718345.000000,263199908162.000000,545160626507.000000,559956210969.000000,398243281899.000000,161712929070.000000,559956210969.000000,1258367263148.000000,679108406671.000000,579258856477.000000,1258367263148.000000,350027596576.000000,,,,,670430595959.000000,4414674455118.000000,,46677650000.000000,166880513529.000000,1472904624.000000,165407608905.000000,166880513529.000000,47475979663.000000,18236878682.000000,259413425000.000000,13527567059.000000,,760387089209.000000,1312599103142.000000,5727273558260.000000,,,2515355597311.000000,,22000000000.000000,350000000000.000000,372000000000.000000,,1184364168681.000000,473871107934.000000,1658235276615.000000,8004172611.000000,356409528252.000000,,9417600000.000000,15829560667.000000,25247160667.000000,,36899710813.000000,3422504884.000000,40322215697.000000,55137243469.000000,2515355597311.000000,605947083280.000000,,,75646000000.000000,507541582961.000000,583187582961.000000,22759500319.000000,605947083280.000000,3121302680591.000000,,957200000000.000000,524082899858.000000,1128774312686.000000,165528527000.000000,963245785686.000000,1128774312686.000000,2001763545.000000,-6088098420.000000,2605970877669.000000,5727273558260.000000,9572000000.000000
