Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Penyusutan,Beban Karyawan,Beban Pemasaran,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba Dari Ventura Bersama,Laba (Rugi) Selisih Kurs,Final,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,1929458132020.000000,-1692747724499.000000,236710407521.000000,-41068877554.000000,,-333007337.000000,-37600469402.000000,,-3135400815.000000,-41068877554.000000,195641529967.000000,-52415043134.000000,-10277436306.000000,24988713910.000000,,-57801436396.000000,-9324884342.000000,-52415043134.000000,143226486833.000000,,143226486833.000000,-2705458137.000000,-2705458137.000000,-2705458137.000000,140521028696.000000,143226486832.000000,143226486832.000000,,143226486832.000000,140521028695.000000,140521028695.000000,,140521028695.000000
12M 2017,3899286413385.000000,-3435515798908.000000,463770614477.000000,-56373006449.000000,,-1333059592.000000,-47671789724.000000,,-7368157133.000000,-56373006449.000000,407397608028.000000,-111716891917.000000,-15367939944.000000,21464865352.000000,,-118106721393.000000,292904068.000000,-111716891917.000000,295680716111.000000,65083929.000000,295745800040.000000,-8652075428.000000,-8652075428.000000,-8652075428.000000,287093724612.000000,295745800040.000000,294871437069.000000,874362971.000000,295745800040.000000,287093724612.000000,287093724612.000000,,287093724612.000000
12M 2018,5822504928390.000000,-5225748336784.000000,596756591606.000000,-78373881920.000000,-78373881920.000000,,,,,-78373881920.000000,518382709686.000000,-73601950484.000000,-465456679.000000,51434378039.000000,1094077353.000000,-173427158191.000000,47762208994.000000,-73601950484.000000,444780759202.000000,-281966499.000000,444498792703.000000,24964060575.000000,,24964060575.000000,469462853278.000000,444498792703.000000,444249373293.000000,249419410.000000,444498792703.000000,469462853278.000000,469100708381.000000,362144897.000000,469462853278.000000
12M 2019,4567506785491.000000,-4102329913421.000000,465176872070.000000,-70987446742.000000,-70987446742.000000,,,,,-70987446742.000000,394189425328.000000,62612499473.000000,-20390605136.000000,96707379566.000000,-680182962.000000,-140683855406.000000,127659763411.000000,62612499473.000000,456801924801.000000,-435186326.000000,456366738475.000000,-509836304.000000,,-509836304.000000,455856902171.000000,456366738475.000000,451658136234.000000,4708602241.000000,456366738475.000000,455856902171.000000,451148299930.000000,4708602241.000000,455856902171.000000
12M 2020,2810083762049.000000,-2598013836942.000000,212069925107.000000,-63292821051.000000,-63292821051.000000,,,,,-63292821051.000000,148777104056.000000,7477180450.000000,-32495826644.000000,38241988920.000000,357175070.000000,-84955702800.000000,86329545904.000000,7477180450.000000,156254284506.000000,95214931.000000,156349499437.000000,-844178649.000000,215486934.000000,-844178649.000000,155720807722.000000,156349499437.000000,153281021021.000000,3068478416.000000,156349499437.000000,155720807722.000000,152774835947.000000,2945971775.000000,155720807722.000000
12M 2021,3168197827254.000000,-2897716805110.000000,270481022144.000000,-58273419678.000000,-58273419678.000000,,,,,-58273419678.000000,212207602466.000000,4269121651.000000,-63517792202.000000,83048695869.000000,247332196.000000,-96753619428.000000,81244505216.000000,4269121651.000000,216476724117.000000,-88744731.000000,216387979386.000000,1024843085.000000,,1024843085.000000,217412822471.000000,216387979386.000000,213880324310.000000,2507655076.000000,216387979386.000000,217412822471.000000,214905167395.000000,2507655076.000000,217412822471.000000
12M 2022,2366259622099.000000,-2138206426108.000000,228053195991.000000,-60928436931.000000,-60928436931.000000,,,,,-60928436931.000000,167124759060.000000,63132571200.000000,-56458775311.000000,80727986630.000000,1455660800.000000,-66429399945.000000,103837099026.000000,63132571200.000000,230257330260.000000,,230257330260.000000,1893051993.000000,,1893051993.000000,232150382253.000000,230257330260.000000,230053686379.000000,203643881.000000,230257330260.000000,232150382253.000000,231946738372.000000,203643881.000000,232150382253.000000
12M 2023,3979714569719.000000,-3676495523697.000000,303219046022.000000,-73673030567.000000,-73673030567.000000,,,,,-73673030567.000000,229546015455.000000,-183045865007.000000,-66403042574.000000,10765889081.000000,-782061194.000000,-114629509354.000000,-11997140966.000000,-183045865007.000000,46500150448.000000,,46500150448.000000,-4595188378.000000,,-4595188378.000000,41904962070.000000,46500150448.000000,46702158528.000000,-202008080.000000,46500150448.000000,41904962070.000000,42106970150.000000,-202008080.000000,41904962070.000000
12M 2024,3673527175483.000000,-3366025710507.000000,307501464976.000000,-114423879780.000000,-114423879780.000000,,,,,-114423879780.000000,193077585196.000000,-125120335247.000000,-28254570874.000000,99664321780.000000,56682663.000000,-96407074797.000000,-100179694019.000000,-125120335247.000000,67957249949.000000,,67957249949.000000,-11352907510.000000,,-11352907510.000000,56604342439.000000,67957249949.000000,67888264873.000000,68985076.000000,67957249949.000000,56604342439.000000,56535357363.000000,68985076.000000,56604342439.000000
