Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,294730.40,0.00,0.00,,9.82%,19.63%,46.50%,
12M 2021,1.04 B,0.26,0.00,0.00,,1.13%,2.51%,3.11%,
12M 2022,1.31 B,-0.82,-42.68,6.09,,-2.41%,-3.16%,-1.35%,-0.55
12M 2023,1.31 B,0.36,77.78,2.16,,1.05%,1.39%,4.67%,2.35
12M 2024,1.31 B,-0.41,-460.98,12.93,,-1.19%,-1.56%,0.71%,0.37
