Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,0 B,,0 B,152366.33
12M 2021,(3 B),(1 B),(4 B),-3.43
12M 2022,(9 B),(15 B),(23 B),-17.96
12M 2023,(0 B),(0 B),(1 B),-0.41
12M 2024,3 B,,3 B,1.96
