Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.17,563.30,0.17,563.30,90 B,0 B,90 B,78 B,47 B
12M 2009,0.26,589.25,0.26,589.25,100 B,0 B,100 B,75 B,58 B
12M 2010,0.37,630.96,0.37,630.96,166 B,0 B,166 B,139 B,75 B
12M 2011,0.36,689.31,0.36,689.31,120 B,2 B,122 B,113 B,101 B
12M 2012,0.63,780.26,0.63,780.26,77 B,3 B,80 B,66 B,137 B
12M 2013,0.40,869.16,0.40,869.16,125 B,130 B,255 B,165 B,151 B
12M 2014,0.37,979.01,0.37,979.01,192 B,120 B,312 B,244 B,150 B
12M 2015,0.20,935.61,0.20,935.61,352 B,100 B,452 B,339 B,99 B
12M 2016,0.34,1036.50,0.34,1036.50,247 B,81 B,328 B,268 B,134 B
12M 2017,0.46,1198.86,0.46,1198.86,431 B,73 B,503 B,412 B,132 B
12M 2018,0.73,1370.79,0.73,1370.79,413 B,73 B,486 B,436 B,119 B
12M 2019,0.78,1501.74,0.78,1501.74,262 B,67 B,329 B,282 B,122 B
12M 2020,0.50,1638.19,0.50,1638.19,146 B,111 B,257 B,206 B,261 B
12M 2021,0.63,1732.13,0.63,1732.13,233 B,130 B,362 B,282 B,366 B
12M 2022,0.63,1821.98,0.63,1821.98,156 B,139 B,295 B,246 B,433 B
12M 2023,0.90,1936.66,0.90,1936.66,50 B,48 B,98 B,28 B,402 B
12M 2024,0.23,2037.38,0.23,2037.38,69 B,14 B,83 B,49 B,394 B
