Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,1.46,,5.14
12M 2022,64.9,149.1,38.45,175.55,5.62,,2.45,,1.53,,0.8,,2.29,,3.44
12M 2023,63.37,147.74,36.94,174.17,5.76,,2.47,,1.6,,0.56,,0.64,,9.26
12M 2024,69.9,171.98,52.08,189.8,5.22,,2.12,,1.19,,0.38,,0.93,,5.97
