Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,153464.89,0.00,0.00,,0.36%,0.89%,2.27%,
12M 2022,0.00 B,1032350.15,0.00,0.00,,2.37%,5.65%,3.59%,
12M 2023,1.01 B,0.96,107.29,3.43,,1.30%,1.42%,2.67%,
12M 2024,1.01 B,1.03,30.10,1.09,,1.37%,1.50%,2.04%,
