Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,5.14,1.95,0.0,2.49,0.0,0.0,-0.08,0.0,1.49
12M 2022,3.44,1.48,0.18,2.38,0.0,0.0,0.08,0.07,1.38
12M 2023,9.26,7.45,0.04,1.09,0.0,0.0,-0.32,0.04,0.09
12M 2024,5.97,4.29,0.04,1.09,0.0,0.0,-0.26,0.03,0.09
