Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok,Pembayaran Kepada Karyawan,Penerimaan Dari Pendapatan Keuangan,Pembayaran (Penerimaan) Pajak Penghasilan,Pembayaran Untuk Beban Keuangan,Penerimaan (Pembayaran) Operasi Lainya,Pajak Dibayar Di Muka,Pembayaran Beban Operasi Lainnya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Dari Penjualan Aset Tetap,Pembayaran Utang Aset Tetap,Uang Muka Untuk Perolehan Aset Tetap,Penempatan Deposito Jangka Panjang,Investasi Pada Entitas Asosiasi,Penyertaan Saham Pada Entitas Anak,Penambahan Penyertaan Saham Pada Entitas Asosiasi,Kombinasi Bisnis Entitas Sepengendali,Perolehan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penambahan Setoran Modal,Penerimaan Utang Bank Jangka Panjang,Penambahan Modal Saham Kepentingan Nonpengendali Pada Entitas Anak,Penerimaan Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Pendek,Penambahan Setoran Modal Entitas Anak Oleh Non-Pengendali,Pembayaran Dividen - Entitas Anak,Pembayaran Dividen Tunai,Pembayaran Pembelian Kembali Saham,Pembayaran Utang Pembiayaan Konsumen,Penjualan Dan Penurunan Investasi Pada Saham Entitas Anak Dan Asosiasi,Pembayaran Utang Bank Jangka Panjang,Pembagian Kas Dividen Kepada Kepentingan Non-Pengendali,Pembayaran Pokok Liabilitas Sewa,Pinjaman Kepada Pihak Afiliasi,Pemberian Pinjaman Kepada Pihak Ketiga,Total Arus Kas Dari Aktivitas Pendanaan,Arus Kas Bersih Diperoleh Dari (Digunakan Untuk) Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2016,15815166143.000000,436411367853.000000,-312296627431.000000,-58238140880.000000,184322615.000000,-3706350559.000000,-14633968239.000000,,,-31905437216.000000,15815166143.000000,-7912377610.000000,190909091.000000,,,,,,,,-8103286701.000000,-7912377610.000000,-11578955340.000000,,,,-9291966862.000000,,5760000000.000000,-2482500000.000000,,,-181973981.000000,,-5382514497.000000,,,,,-11578955340.000000,-11578955340.000000,-3676166807.000000,16760210653.000000,13084043846.000000
12M 2017,17805531871.000000,441363308016.000000,-302759780552.000000,-67635522831.000000,1229235311.000000,-5135521819.000000,-14884157589.000000,,,-34372028665.000000,17805531871.000000,-40224800050.000000,189500000.000000,,-310259500.000000,,,-1767500000.000000,,,-38336540550.000000,-40224800050.000000,53954707252.000000,42069075980.000000,18636526000.000000,,7638804118.000000,,,,,,-456570977.000000,-3180000000.000000,-3853127869.000000,,,,-6900000000.000000,53954707252.000000,53954707252.000000,31535439073.000000,13084043846.000000,44619482919.000000
12M 2018,49583922599.000000,553495090046.000000,-414441984155.000000,-70419808200.000000,570985991.000000,-10555647754.000000,-15890292033.000000,,,6825578704.000000,49583922599.000000,-52111931892.000000,3000000.000000,,,,,,-288168610.000000,,-51826763282.000000,-52111931892.000000,3204149932.000000,,1582375058.000000,,6588724998.000000,,,-475080468.000000,-4350000000.000000,,-141869656.000000,,,,,,,3204149932.000000,3204149932.000000,676140639.000000,44619482919.000000,45295623558.000000
12M 2019,-24834511428.000000,720085539205.000000,-596333024898.000000,-102124006188.000000,261254236.000000,-7492122126.000000,-17995228303.000000,,,-21236923354.000000,-24834511428.000000,-63261384549.000000,852181464.000000,,-5102387200.000000,,,,,-30000000000.000000,-29011178813.000000,-63261384549.000000,62337868065.000000,,3665114708.000000,,64292663391.000000,,604000000.000000,-1003980000.000000,-5075000000.000000,,-144930034.000000,,,,,,,62337868065.000000,62337868065.000000,-25758027912.000000,45295623558.000000,19537595646.000000
12M 2020,63152111868.000000,559211786343.000000,-388145608528.000000,-83330144775.000000,247986496.000000,-8044010270.000000,-24277534444.000000,,,7489637046.000000,63152111868.000000,-17190083734.000000,451295454.000000,,-570900000.000000,,,,,,-17070479188.000000,-17190083734.000000,-12358273717.000000,,10932148383.000000,,378049038234.000000,-384032848993.000000,,-782636476.000000,-3625000000.000000,,-182548162.000000,,-9102340077.000000,,-3614086626.000000,,,-12358273717.000000,-12358273717.000000,33603754417.000000,19537595646.000000,53141350063.000000
12M 2021,34364338743.000000,389414086427.000000,-258705690300.000000,-69922260350.000000,72975496.000000,-5928798050.000000,-16751474185.000000,,,-3814500295.000000,34364338743.000000,-5253719039.000000,1099545455.000000,,,,,,-600000000.000000,,-5753264494.000000,-5253719039.000000,-45512403372.000000,,5944461599.000000,,298223379883.000000,-339857963028.000000,,-258799997.000000,-507500000.000000,,-326899265.000000,,-5868499868.000000,,-2860582696.000000,,,-45512403372.000000,-45512403372.000000,-16401783668.000000,53141350063.000000,36739566395.000000
12M 2022,15219193748.000000,458493275094.000000,-339284954488.000000,-80328354626.000000,204879453.000000,-5829959216.000000,-14723951722.000000,,,-3311740747.000000,15219193748.000000,-15236012758.000000,290818182.000000,,-775000000.000000,-2006000000.000000,,,,,-12745830940.000000,-15236012758.000000,-17060295070.000000,,2676928960.000000,,307560202163.000000,-312550040498.000000,,-545000000.000000,-2030000000.000000,-235210000.000000,-112255826.000000,,-6660749353.000000,,-5164170516.000000,,,-17060295070.000000,-17060295070.000000,-17077114080.000000,36739566395.000000,19662452315.000000
12M 2023,16991684957.000000,536042307458.000000,-409538385661.000000,-90834241875.000000,254232374.000000,-5487250789.000000,-13823866544.000000,,,378889994.000000,16991684957.000000,-13354553290.000000,5851093695.000000,,-10000000000.000000,-2141000000.000000,,,,,-7064646985.000000,-13354553290.000000,-9223050181.000000,,4195411927.000000,,18600000000.000000,-16600000000.000000,,-2253796400.000000,-3625000000.000000,-1760007170.000000,-125146500.000000,,-1929238700.000000,,-5725273338.000000,,,-9223050181.000000,-9223050181.000000,-5585918514.000000,-7191219032.000000,-12777137546.000000
12M 2024,33452730426.000000,574754116904.000000,-409225656704.000000,-118978647463.000000,227785588.000000,-7739837299.000000,-15443493424.000000,,,9858462824.000000,33452730426.000000,-47694237326.000000,508561491.000000,,-1245275000.000000,-144000000.000000,,,,,-46813523817.000000,-47694237326.000000,3670440057.000000,,29445592108.000000,900000000.000000,69289671691.000000,-75900000000.000000,,-3238900000.000000,-2500000000.000000,-580240596.000000,-115896860.000000,,-7649687858.000000,,-5980098428.000000,,,3670440057.000000,3670440057.000000,-10571066843.000000,-12777137546.000000,-23348204389.000000
