Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,13084043846.000000,94274074124.000000,91157839090.000000,3116235034.000000,94274074124.000000,6313539958.000000,6313539958.000000,,6313539958.000000,151895862024.000000,16922470765.000000,282489990717.000000,,8545175659.000000,835472566.000000,95084165729.000000,1026507525.000000,105491321479.000000,387981312196.000000,,,173212645270.000000,89741711080.000000,,37056022476.000000,,37056022476.000000,,30120103756.000000,967312270.000000,31087416026.000000,2457095576.000000,9116265956.000000,,2640344994.000000,93507395.000000,,2733852389.000000,1020281767.000000,173212645270.000000,23115519287.000000,,,5650145577.000000,56560000.000000,,5706705577.000000,17408813710.000000,23115519287.000000,196328164557.000000,,115000000000.000000,10085971205.000000,32525047091.000000,,,32525047091.000000,34109762680.000000,-67633337.000000,191653147639.000000,387981312196.000000,115000.000000
12M 2017,,,44619482919.000000,100047294709.000000,96162758324.000000,3884536385.000000,100047294709.000000,15249068716.000000,11992097791.000000,3256970925.000000,15249068716.000000,159240435281.000000,14015486987.000000,333171768612.000000,,9233220194.000000,,122239107796.000000,1321059143.000000,132793387133.000000,465965155745.000000,,,187735291863.000000,97380515197.000000,,40763638088.000000,823858544.000000,41587496632.000000,,23017479057.000000,11887462019.000000,34904941076.000000,1715759906.000000,5516893100.000000,,4459916542.000000,141869656.000000,,4601786198.000000,2027899754.000000,187735291863.000000,37350505750.000000,56326246.000000,,18613972160.000000,7126763.000000,,18621098923.000000,18673080581.000000,37350505750.000000,225085797613.000000,,145000000000.000000,22427291615.000000,42769088683.000000,,,42769088683.000000,30754220068.000000,-71242234.000000,240879358132.000000,465965155745.000000,1450000000.000000
12M 2018,,,45295623558.000000,115808147868.000000,110450405380.000000,5357742488.000000,115808147868.000000,2781571490.000000,1160598157.000000,1620973333.000000,2781571490.000000,162388553923.000000,16280626651.000000,342554523490.000000,,9926193267.000000,288168610.000000,161719483406.000000,473803000.000000,172407648283.000000,514962171773.000000,,,218191271919.000000,103969240195.000000,,60859614729.000000,1817877905.000000,62677492634.000000,,24221016884.000000,6705990343.000000,30927007227.000000,1606216665.000000,5716959344.000000,,3377043960.000000,7126763.000000,,3384170723.000000,9910185131.000000,218191271919.000000,36572810012.000000,,,21279219801.000000,,,21279219801.000000,15293590211.000000,36572810012.000000,254764081931.000000,,145000000000.000000,7971776470.000000,74431611137.000000,,,74431611137.000000,32944478701.000000,-149776466.000000,260198089842.000000,514962171773.000000,1450000000.000000
12M 2019,,,19537595646.000000,100778548695.000000,94390361508.000000,6388187187.000000,100778548695.000000,1940843315.000000,1097837049.000000,843006266.000000,1940843315.000000,240283046803.000000,41647183283.000000,404187217742.000000,,7307766117.000000,,177518025333.000000,1871434921.000000,186697226371.000000,590884444113.000000,,,279731191535.000000,168261903586.000000,,33676430766.000000,46811827488.000000,80488258254.000000,,11100852351.000000,9211832608.000000,20312684959.000000,1591577292.000000,3007816686.000000,,4686782329.000000,182546804.000000,,4869329133.000000,1199621625.000000,279731191535.000000,34100465358.000000,,,23634596140.000000,242795449.000000,,23877391589.000000,10223073769.000000,34100465358.000000,313831656893.000000,,145000000000.000000,7252316799.000000,90515151650.000000,,,90515151650.000000,34437960237.000000,-152641466.000000,277052787220.000000,590884444113.000000,1450000000.000000
12M 2020,,,53141350063.000000,80670112039.000000,74711143850.000000,5958968189.000000,80670112039.000000,2601968479.000000,1831759809.000000,770208670.000000,2601968479.000000,202024373975.000000,17877965184.000000,356315769740.000000,,8749379923.000000,,187471991742.000000,1698789706.000000,197920161371.000000,554235931111.000000,,,260049224077.000000,162278092827.000000,,17986574938.000000,45994130684.000000,63980705622.000000,,4698095490.000000,7615308659.000000,12313404149.000000,2359879141.000000,4993479671.000000,,5801450309.000000,198694371.000000,3767448938.000000,9767593618.000000,4356069049.000000,260049224077.000000,37659353069.000000,,,24349736466.000000,44099720.000000,1066432965.000000,25460269151.000000,12199083918.000000,37659353069.000000,297708577146.000000,,145000000000.000000,7252316799.000000,71302824342.000000,,,71302824342.000000,33124854290.000000,-152641466.000000,256527353965.000000,554235931111.000000,7250000000.000000
12M 2021,,,36739566395.000000,114840851239.000000,110776955141.000000,4063896098.000000,114840851239.000000,2461062670.000000,1702809338.000000,758253332.000000,2461062670.000000,174557636737.000000,20023360773.000000,348622477814.000000,,5873937095.000000,625499639.000000,167739231991.000000,1612460158.000000,175851128883.000000,524473606697.000000,,,228429369228.000000,120643509682.000000,,49768812729.000000,38729336621.000000,88498149350.000000,,473092568.000000,4065602385.000000,4538694953.000000,2870381066.000000,3706848185.000000,,6392243189.000000,112255826.000000,764120238.000000,7268619253.000000,903166739.000000,228429369228.000000,36271667509.000000,,,23834905317.000000,,402518546.000000,24237423863.000000,12034243646.000000,36271667509.000000,264701036737.000000,,145000000000.000000,7252316799.000000,73072607454.000000,,,73072607454.000000,34596747173.000000,-149101466.000000,259772569960.000000,524473606697.000000,7250000000.000000
12M 2022,,,19662452315.000000,111245133215.000000,106179244737.000000,5065888478.000000,111245133215.000000,2728195301.000000,1552460396.000000,1175734905.000000,2728195301.000000,193868080244.000000,16467016244.000000,343970877319.000000,,4247773258.000000,726647568.000000,173259793119.000000,3575871401.000000,181810085346.000000,525780962665.000000,,,225220863711.000000,115653671347.000000,,52551991099.000000,35090881256.000000,87642872355.000000,,590387373.000000,353025125.000000,943412498.000000,1975741824.000000,6043378989.000000,,6930808992.000000,,4149184223.000000,11079993215.000000,1881793483.000000,225220863711.000000,39125191168.000000,,,19312519121.000000,,8079815708.000000,27392334829.000000,11732856339.000000,39125191168.000000,264346054879.000000,,145000000000.000000,7252316799.000000,73715944269.000000,500000000.000000,73215944269.000000,73715944269.000000,35851858184.000000,-385211466.000000,261434907786.000000,525780962665.000000,7250000000.000000
12M 2023,,,11844639994.000000,109633943384.000000,102510574824.000000,7123368560.000000,109633943384.000000,6372579871.000000,5741206860.000000,631373011.000000,6372579871.000000,210484353984.000000,24643418805.000000,362978936038.000000,,3059514649.000000,885507596.000000,156869735284.000000,6247649389.000000,167062406918.000000,530041342956.000000,,,229374762040.000000,115421777540.000000,,46023207581.000000,32910257688.000000,78933465269.000000,,1047185303.000000,362281824.000000,1409467127.000000,3114238450.000000,9764002193.000000,,10164297394.000000,115896860.000000,4485166035.000000,14765360289.000000,5966451172.000000,229374762040.000000,35418026628.000000,,,18345203946.000000,107956640.000000,6849296003.000000,25302456589.000000,10115570039.000000,35418026628.000000,264792788668.000000,,145000000000.000000,7252316799.000000,78833476385.000000,600000000.000000,78233476385.000000,78833476385.000000,36307679740.000000,-2144918636.000000,265248554288.000000,530041342956.000000,7250000000.000000
12M 2024,,,10571524696.000000,117440591522.000000,106791541244.000000,10649050278.000000,117440591522.000000,2173227766.000000,2053330263.000000,119897503.000000,2173227766.000000,243930732984.000000,7712614770.000000,381828691738.000000,,1733235345.000000,1046587151.000000,192124017349.000000,6574914194.000000,201478754039.000000,583307445777.000000,,,275739004389.000000,118109400776.000000,,62584410206.000000,38886508352.000000,101470918558.000000,,2829739137.000000,3307346461.000000,6137085598.000000,3670050803.000000,11129034711.000000,,28468081938.000000,107956640.000000,4185334452.000000,32761373030.000000,2461140913.000000,275739004389.000000,36315875608.000000,,,21837323652.000000,,4383041483.000000,26220365135.000000,10095510473.000000,36315875608.000000,312054879997.000000,,145000000000.000000,7252316799.000000,85024676274.000000,700000000.000000,84324676274.000000,85024676274.000000,36701256939.000000,-2725684232.000000,271252565780.000000,583307445777.000000,7250000000.000000
