Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,16 B,(8 B),8 B,67059.82
12M 2017,18 B,,(21 B),-14.37
12M 2018,50 B,(52 B),(2 B),-1.55
12M 2019,(25 B),(34 B),(59 B),-40.65
12M 2020,63 B,(18 B),46 B,6.28
12M 2021,34 B,(6 B),29 B,3.95
12M 2022,15 B,(14 B),(13 B),0.23
12M 2023,17 B,,(0 B),-0.01
12M 2024,33 B,,(15 B),-2.01
