Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Pendapatan Komisi,Laba (Rugi) Atas Penjualan Aset Tetap,Bagian Atas Hasil Bersih Entitas Asosiasi,Laba (Rugi) Selisih Kurs,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,416162129906.000000,-326109252084.000000,90052877822.000000,-67566167077.000000,-19194430009.000000,-48371737068.000000,-67566167077.000000,22486710745.000000,-10796525886.000000,184322615.000000,966184000.000000,181765341.000000,185907371.000000,602271062.000000,-14633968239.000000,1716991964.000000,-10796525886.000000,11690184859.000000,-4007395361.000000,-3721756252.000000,-285639109.000000,-4007395361.000000,,7682789498.000000,-3895052039.000000,3787737459.000000,7682789498.000000,6383652247.000000,1299137251.000000,7682789498.000000,3787737459.000000,2490904917.000000,1296832542.000000,3787737459.000000
12M 2017,446128910614.000000,-341205640381.000000,104923270233.000000,-72737789129.000000,-22013760696.000000,-50724028433.000000,-72737789129.000000,32185481104.000000,-11953767800.000000,1229235311.000000,1178987546.000000,166396777.000000,-46280804.000000,-199968456.000000,-14589629041.000000,307490867.000000,-11953767800.000000,20231713304.000000,-5280753518.000000,-4898430443.000000,-382323075.000000,-5280753518.000000,,14950959786.000000,-3045574092.000000,11905385694.000000,14950959786.000000,13241414639.000000,1709545147.000000,14950959786.000000,11905385694.000000,10193503164.000000,1711882530.000000,11905385694.000000
12M 2018,561373657827.000000,-412792116221.000000,148581541606.000000,-102510809789.000000,-48252390094.000000,-54258419695.000000,-102510809789.000000,46070731817.000000,-15486873272.000000,456532242.000000,52750909.000000,3000000.000000,-122803811.000000,-3068978102.000000,-14824413595.000000,2017039085.000000,-15486873272.000000,30583858545.000000,-6561075820.000000,-7379676623.000000,818600803.000000,-6561075820.000000,,24022782725.000000,121029453.000000,24143812178.000000,24022782725.000000,21440928082.000000,2581854643.000000,24022782725.000000,24143812178.000000,21565052307.000000,2578759871.000000,24143812178.000000
12M 2019,714325706006.0,-509360697332.0,204965008674.0,-155922060146.0,-97088499257.0,-58833560889.0,-155922060146.0,49042948528.0,-13724693144.0,261254236.0,1367162222.0,837255618.0,-288168610.0,568455305.0,-17132646241.0,661994326.0,-13724693144.0,35318255384.0,-10314525648.0,-7642215234.0,-2672310414.0,-10314525648.0,-1790077896.0,23213651840.0,-164514791.0,23049137049.0,23213651840.0,21323818628.0,1889833212.0,23213651840.0,23049137049.0,21155675513.0,1893461536.0,23049137049.0
12M 2020,538299250841.000000,-411576072447.000000,126723178394.000000,-115971143993.000000,-55058467823.000000,-60912676170.000000,-115971143993.000000,10752034401.000000,-24823120534.000000,247986496.000000,2141015127.000000,451295454.000000,,68646613.000000,-23677639276.000000,-4054424948.000000,-24823120534.000000,-14071086133.000000,-2487582381.000000,-2598511033.000000,110928652.000000,-2487582381.000000,,-16558668514.000000,440871735.000000,-16117796779.000000,-16558668514.000000,-16031433128.000000,-527235386.000000,-16558668514.000000,-16117796779.000000,-15587327308.000000,-530469471.000000,-16117796779.000000
12M 2021,428170870794.000000,-307788071414.000000,120382799380.000000,-98200155052.000000,-45681947016.000000,-52518208036.000000,-98200155052.000000,22182644328.000000,-13697403109.000000,72975496.000000,1537417541.000000,210763555.000000,25499639.000000,-18185925.000000,-15775704613.000000,249831198.000000,-13697403109.000000,8485241219.000000,-4312515317.000000,-1994608634.000000,-2317906683.000000,-4312515317.000000,,4172725902.000000,-161209910.000000,4011515992.000000,4172725902.000000,2445108410.000000,1727617492.000000,4172725902.000000,4011515992.000000,2280823112.000000,1730692880.000000,4011515992.000000
12M 2022,461846092519.000000,-321513228521.000000,140332863998.000000,-111123616174.000000,-59080796047.000000,-52042820127.000000,-111123616174.000000,29209247824.000000,-20679378468.000000,204879453.000000,1171007021.000000,289611011.000000,101147929.000000,-1413508287.000000,-14184080106.000000,-6848435489.000000,-20679378468.000000,8529869356.000000,-4067695310.000000,-2444711257.000000,-1622984053.000000,-4067695310.000000,,4462174046.000000,10373780.000000,4472547826.000000,4462174046.000000,2662285625.000000,1799888421.000000,4462174046.000000,4472547826.000000,2672436815.000000,1800111011.000000,4472547826.000000
12M 2023,538593189107.000000,-374397863496.000000,164195325611.000000,-132390502651.000000,-76856135788.000000,-55534366863.000000,-132390502651.000000,31804822960.000000,-14661835152.000000,254232374.000000,2982999008.000000,-589803241.000000,158860028.000000,-470657172.000000,-12833921821.000000,-4163544328.000000,-14661835152.000000,17142987808.000000,-5670197119.000000,-4476116797.000000,-1194080322.000000,-5670197119.000000,,11472790689.000000,-20340617.000000,11452450072.000000,11472790689.000000,8763079244.000000,2709711445.000000,11472790689.000000,11452450072.000000,8742832116.000000,2709617956.000000,11452450072.000000
12M 2024,584892244800.000000,-398437805996.000000,186454438804.000000,-155567318690.000000,-94470506575.000000,-61096812115.000000,-155567318690.000000,30887120114.000000,-13076220365.000000,227785588.000000,23524324.000000,450957576.000000,161079555.000000,-106750574.000000,-14606127979.000000,773311145.000000,-13076220365.000000,17810899749.000000,-6275537299.000000,-4917756996.000000,-1357780303.000000,-6275537299.000000,,11535362450.000000,-112210362.000000,11423152088.000000,11535362450.000000,8803683922.000000,2731678528.000000,11535362450.000000,11423152088.000000,8690674889.000000,2732477199.000000,11423152088.000000
