Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Persediaan,Piutang Lain-Lain,Piutang Pembiayaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Piutang Pembiayaan,Aset Eksplorasi Dan Evaluasi,Properti Pertambangan,Aset Tetap,Aset Pajak Tangguhan,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Others,Total Utang Pajak,Utang Royalti,Beban Akrual,Utang Pihak Berelasi,Utang Sewa Pembiayaan,Utang Lain-Lain,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank,Liabilitas Pajak Tangguhan,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,38381701.000000,7957000.000000,,7957000.000000,7957000.000000,49674567.000000,1158062.000000,,4250184.000000,101421514.000000,,256769.000000,,2154868.000000,200027939.000000,363733588.000000,15712672.000000,758681.000000,41444605.000000,624089122.000000,725510636.000000,,,51598971.000000,,12782842.000000,1327538.000000,14110380.000000,,3714059.000000,3714059.000000,3797818.000000,28282660.000000,,,,1694054.000000,51598971.000000,285229822.000000,,,,252614045.000000,32615777.000000,285229822.000000,336828793.000000,,216808932.000000,-9515056.000000,-67299212.000000,,,-67299212.000000,2486872.000000,246200307.000000,388681843.000000,725510636.000000,2082369.000000
12M 2019,,,36278163.000000,6125796.000000,,6125796.000000,6125796.000000,39286920.000000,6875277.000000,,3521794.000000,92087950.000000,,4541472.000000,,15342246.000000,206152460.000000,455197270.000000,1592211.000000,450106.000000,68750902.000000,752026667.000000,844114617.000000,,,68671368.000000,,14118891.000000,3583629.000000,17702520.000000,,1218602.000000,1218602.000000,4603551.000000,29238437.000000,,,11192163.000000,4716095.000000,68671368.000000,485800582.000000,,,,442142278.000000,43658304.000000,485800582.000000,554471950.000000,,129808932.000000,-9515056.000000,-25436096.000000,,,-25436096.000000,1947849.000000,192837038.000000,289642667.000000,844114617.000000,1259784.000000
12M 2020,,,42572296.000000,5137636.000000,37624.000000,5100012.000000,5137636.000000,43129662.000000,7361913.000000,2638292.000000,69979781.000000,170819580.000000,,2113380.000000,6954642.000000,15687967.000000,197306700.000000,440790979.000000,11583992.000000,1610217.000000,8354823.000000,684402700.000000,855222280.000000,,,80039103.000000,,2509783.000000,18231807.000000,20741590.000000,,1339625.000000,1339625.000000,12462479.000000,28402632.000000,11129404.000000,280022.000000,10633.000000,5672718.000000,80039103.000000,516036718.000000,1140961.000000,,,488129982.000000,26765775.000000,516036718.000000,596075821.000000,,129808932.000000,-9515056.000000,-27085401.000000,,,-27085401.000000,1659380.000000,164278604.000000,259146459.000000,855222280.000000,1259784.000000
12M 2021,,,180828189.000000,88341506.000000,35340963.000000,53000543.000000,88341506.000000,33120686.000000,6281842.000000,3011535.000000,4946101.000000,316529859.000000,,10373923.000000,4809769.000000,16081273.000000,192160300.000000,414429989.000000,1820044.000000,1008884.000000,8488484.000000,649172666.000000,965702525.000000,,,92427670.000000,,5285100.000000,14808827.000000,20093927.000000,,30549523.000000,30549523.000000,13420641.000000,21934694.000000,,164076.000000,,6264809.000000,92427670.000000,667830842.000000,953586.000000,,508323.000000,633703987.000000,32664946.000000,667830842.000000,760258512.000000,,303919662.000000,-183296159.000000,81560113.000000,,,81560113.000000,3260397.000000,,205444013.000000,965702525.000000,40882331500.000000
12M 2022,,,511382167.000000,64188481.000000,36768288.000000,27420193.000000,64188481.000000,53281418.000000,6617198.000000,3560086.000000,7344986.000000,646374336.000000,,7291362.000000,3305933.000000,16644741.000000,184553654.000000,409192481.000000,,669944.000000,18592313.000000,640250428.000000,1286624764.000000,,,197034879.000000,,7426661.000000,15186025.000000,22612686.000000,,64971050.000000,64971050.000000,25991764.000000,76124045.000000,,703969.000000,6136.000000,6625229.000000,197034879.000000,520282261.000000,1633537.000000,,1376048.000000,487156278.000000,30116398.000000,520282261.000000,717317140.000000,,303919662.000000,-183297630.000000,413881844.000000,1567117.000000,412314727.000000,413881844.000000,34803748.000000,,569307624.000000,1286624764.000000,40882331500.000000
12M 2023,,,586422531.000000,182440224.000000,118731643.000000,63708581.000000,182440224.000000,67747219.000000,12185500.000000,4330933.000000,31427846.000000,884554253.000000,,6281714.000000,,20051273.000000,174058763.000000,549998689.000000,,812911.000000,59662013.000000,810865363.000000,1695419616.000000,,,209750178.000000,,13055612.000000,20422458.000000,33478070.000000,,37003200.000000,37003200.000000,23714528.000000,103042096.000000,5124546.000000,1269768.000000,90178.000000,6027792.000000,209750178.000000,447620243.000000,1749154.000000,98725070.000000,1044693.000000,316884493.000000,29216833.000000,447620243.000000,657370421.000000,,303919662.000000,-183041911.000000,854757114.000000,4889222.000000,849867892.000000,854757114.000000,61717998.000000,696332.000000,1038049195.000000,1695419616.000000,40882331500.000000
12M 2024,,,612605357.000000,94848290.000000,44217298.000000,50630992.000000,94848290.000000,70401963.000000,14282719.000000,,50665308.000000,842803637.000000,,284619.000000,,20640761.000000,165216929.000000,899703296.000000,,733594.000000,144211921.000000,1230791120.000000,2073594757.000000,,,235286262.000000,,18439345.000000,35088204.000000,53527549.000000,,7689974.000000,7689974.000000,22232489.000000,141627165.000000,,1214348.000000,4130209.000000,4864528.000000,235286262.000000,336044941.000000,640872.000000,295768603.000000,6800294.000000,3299481.000000,29535691.000000,336044941.000000,571331203.000000,,303919662.000000,-183041911.000000,1289739709.000000,9299441.000000,1280440268.000000,1289739709.000000,90949762.000000,696332.000000,1502263554.000000,2073594757.000000,40882331500.000000
