Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,122464749.0,-104420385.0,18044364.0,-78117319.0,-17788318.0,-60329001.0,-78117319.0,-60072955.0,-2928705.0,-3632218.0,703513.0,-2928705.0,-63001660.0,12176448.0,-50825212.0,251602.0,-50573610.0,-50825212.0,-50686275.0,-138937.0,-50825212.0,-50573610.0,-50436021.0,-137589.0,-50573610.0
12M 2019,109184523.0,-121851741.0,-12667218.0,27710686.0,-25609711.0,53320397.0,27710686.0,15043468.0,-1025656.0,-3488927.0,2463271.0,-1025656.0,14017812.0,-14850651.0,-832839.0,-14174.0,-847013.0,-832839.0,-405776.0,-427063.0,-832839.0,-847013.0,-419912.0,-427101.0,-847013.0
12M 2020,123303937.0,-134474751.0,-11170814.0,-17843599.0,-15605744.0,-2237855.0,-17843599.0,-29014413.0,-9600846.0,-12120530.0,2519684.0,-9600846.0,-38615259.0,10062332.0,-28552927.0,154683.0,-28398244.0,-28552927.0,-28285428.0,-267499.0,-28552927.0,-28398244.0,-28130755.0,-267489.0,-28398244.0
12M 2021,460170748.0,-219720456.0,240450292.0,-22894364.0,-24654131.0,1759767.0,-22894364.0,217555928.0,-15639064.0,-15956536.0,317472.0,-15639064.0,201916864.0,-45205212.0,156711652.0,-6825.0,156704827.0,156711652.0,155110738.0,1600914.0,156711652.0,156704827.0,155103810.0,1601017.0,156704827.0
12M 2022,908142046.0,-373227386.0,534914660.0,-76514733.0,-74621758.0,-1892975.0,-76514733.0,458399927.0,-20606855.0,-24755498.0,4148643.0,-20606855.0,437793072.0,-102054334.0,335738738.0,112498.0,335851236.0,335738738.0,332210508.0,3528230.0,335738738.0,335851236.0,332321731.0,3529505.0,335851236.0
12M 2023,1085961921.0,-502750010.0,583211911.0,-8581266.0,-8838197.0,256931.0,-8581266.0,574630645.0,-11202754.0,-30935103.0,19732349.0,-11202754.0,563427891.0,-122584750.0,440843141.0,-148726.0,440694415.0,440843141.0,441021896.0,-178755.0,440843141.0,440694415.0,440875270.0,-180855.0,440694415.0
12M 2024,1154182707.0,-576392625.0,577790082.0,-37448136.0,-38484751.0,1036615.0,-37448136.0,540341946.0,17160243.0,-11943645.0,29103888.0,17160243.0,557502189.0,-122732791.0,434769398.0,-1670038.0,433099360.0,434769398.0,436656873.0,-1887475.0,434769398.0,433099360.0,434982595.0,-1883235.0,433099360.0
