Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
