Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,4 B,(0 B),4 B,3.98
12M 2022,(11 B),(2 B),(13 B),-12.68
12M 2023,(38 B),(2 B),(39 B),-39.47
12M 2024,(9 B),(1 B),(10 B),-9.66
