Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.62,145.74,0.62,145.74,8 B,32 B,39 B,26 B,42 B
12M 2009,0.91,164.27,0.91,164.27,17 B,25 B,41 B,31 B,41 B
12M 2010,0.82,171.27,0.82,171.27,17 B,19 B,36 B,31 B,45 B
12M 2011,0.79,177.92,0.79,177.92,26 B,14 B,40 B,31 B,43 B
12M 2012,0.96,187.45,0.96,187.45,40 B,14 B,54 B,49 B,37 B
12M 2013,0.89,201.35,0.89,201.35,49 B,17 B,66 B,57 B,29 B
12M 2014,1.35,221.90,1.35,221.90,63 B,33 B,97 B,89 B,26 B
12M 2015,1.68,220.49,1.68,220.49,68 B,9 B,76 B,69 B,31 B
12M 2016,0.72,429.10,0.72,429.10,86 B,36 B,122 B,109 B,53 B
12M 2017,2.47,445.82,2.47,445.82,128 B,33 B,161 B,148 B,56 B
12M 2018,3.05,491.89,3.05,491.89,164 B,31 B,195 B,175 B,65 B
12M 2019,2.92,551.52,2.92,551.52,166 B,25 B,191 B,168 B,85 B
12M 2020,2.65,590.00,2.65,590.00,145 B,17 B,162 B,90 B,133 B
12M 2021,3.08,785.27,3.08,785.27,111 B,9 B,120 B,(8 B),192 B
12M 2022,2.30,849.41,2.30,849.41,140 B,7 B,147 B,50 B,210 B
12M 2023,3.16,89.14,3.16,89.14,172 B,10 B,182 B,(65 B),387 B
12M 2024,1.95,101.85,1.95,101.85,209 B,29 B,238 B,106 B,361 B
