Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,58758893.000000,4518139025.000000,4518139025.000000,,4518139025.000000,6373000.000000,6373000.000000,,6373000.000000,4836652897.000000,8270080.000000,9428193895.000000,,19781423.000000,1199352834.000000,,1219134257.000000,10647328152.000000,,,3251213512.000000,,,2435846050.000000,,2435846050.000000,,,,,86081103.000000,362176611.000000,,94338000.000000,,272771748.000000,367109748.000000,3251213512.000000,4122541495.000000,,,2981492875.000000,2981492875.000000,,105275500.000000,,980139061.000000,1085414561.000000,55634059.000000,4122541495.000000,7373755007.000000,,560000000.000000,,,,2702831538.000000,10741607.000000,3273573145.000000,10647328152.000000,560.000000
12M 2019,,,527338032.000000,7184564365.000000,7184564365.000000,,7184564365.000000,976305979.000000,85807479.000000,890498500.000000,976305979.000000,4488753851.000000,673504107.000000,13850466334.000000,,41425651.000000,4493361559.000000,,4534787210.000000,18385253544.000000,,,4600462273.000000,338579252.000000,,2435903000.000000,,2435903000.000000,,,,,6249823.000000,871481642.000000,,665215800.000000,,283032756.000000,948248556.000000,4600462273.000000,7939657494.000000,,,6220500190.000000,6220500190.000000,,886615500.000000,,732669423.000000,1619284923.000000,99872381.000000,7939657494.000000,12540119767.000000,,560000000.000000,,,,5273283697.000000,11850080.000000,5845133777.000000,18385253544.000000,560.000000
12M 2020,,,120300555.000000,9187595054.000000,8843236663.000000,344358391.000000,9187595054.000000,260289479.000000,260289479.000000,,260289479.000000,6787733246.000000,51940398.000000,16407858732.000000,,71160411.000000,4884648742.000000,317500000.000000,5273309153.000000,21681167885.000000,,,4943021492.000000,479019204.000000,,2153704419.000000,,2153704419.000000,,,,,32035031.000000,1203312160.000000,,478809480.000000,300000000.000000,296141198.000000,1074950678.000000,4943021492.000000,2981801096.000000,,,1235728771.000000,1235728771.000000,,1069034765.000000,130000000.000000,454825551.000000,1653860316.000000,92212009.000000,2981801096.000000,7924822588.000000,,7370000000.000000,,,,6323222449.000000,63122848.000000,13756345297.000000,21681167885.000000,7370.000000
12M 2021,,,16579885769.000000,10611063089.000000,10419619869.000000,191443220.000000,10611063089.000000,,,,,13134194185.000000,2744076722.000000,43069219765.000000,,68671676.000000,23093216430.000000,1530000000.000000,24691888106.000000,67761107871.000000,,,6895481971.000000,1200000000.000000,,2616681421.000000,,2616681421.000000,,,,,31569268.000000,1691687876.000000,,965543406.000000,390000000.000000,,1355543406.000000,6895481971.000000,2316459564.000000,,,,,,1070559984.000000,1165000000.000000,,2235559984.000000,80899580.000000,2316459564.000000,9211941535.000000,,40370000000.000000,17239986272.000000,,50000000.000000,805888122.000000,83291942.000000,58549166336.000000,67761107871.000000,807400000.000000
12M 2022,,,8528485963.000000,12057197696.000000,11324072696.000000,733125000.000000,12057197696.000000,,,,,23618040725.000000,1898140486.000000,46101864870.000000,,69227091.000000,23366671395.000000,682500000.000000,24118398486.000000,70220263356.000000,,,9033429909.000000,4609218825.000000,,2226756235.000000,,2226756235.000000,,,,,34714073.000000,1287078776.000000,,785662000.000000,90000000.000000,,875662000.000000,9033429909.000000,1600128593.000000,,,,,,924204400.000000,592500000.000000,,1516704400.000000,83424193.000000,1600128593.000000,10633558502.000000,,40370000000.000000,17239986272.000000,,50000000.000000,1838039500.000000,88679082.000000,59586704854.000000,70220263356.000000,807400000.000000
12M 2023,,,8773897414.000000,20371960665.000000,18580578915.000000,1791381750.000000,20371960665.000000,,,,,18118296363.000000,3097793811.000000,50361948253.000000,,74377385.000000,23144058997.000000,570775699.000000,23789212081.000000,74151160334.000000,,,13201947689.000000,9562563242.000000,,1210723830.000000,,1210723830.000000,,,,,23771049.000000,1701492175.000000,,638886359.000000,64511034.000000,,703397393.000000,13201947689.000000,947124306.000000,,,,,,351881192.000000,535229352.000000,,887110544.000000,60013762.000000,947124306.000000,14149071995.000000,,40370000000.000000,17239986272.000000,,50000000.000000,2200159918.000000,141942149.000000,60002088339.000000,74151160334.000000,807400000.000000
12M 2024,,,328081843.000000,32224641886.000000,28849994026.000000,3374647860.000000,32224641886.000000,22690000.000000,,,22690000.000000,16224741757.000000,13347496443.000000,62147651929.000000,,70766408.000000,21099461984.000000,498677715.000000,21668906107.000000,83816558036.000000,,,23594566995.000000,20740374154.000000,,1093155370.000000,,1093155370.000000,338590921.000000,,,338590921.000000,25935795.000000,1245828404.000000,,150682351.000000,,,150682351.000000,23594566995.000000,76427292.000000,,,,,,,,,,76427292.000000,76427292.000000,23670994287.000000,,40370000000.000000,17239986272.000000,,50000000.000000,2347350665.000000,138226812.000000,60145563749.000000,83816558036.000000,807400000.000000
