Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(3 B),(1 B),(4 B),-6700401.49
12M 2019,0 B,(2 B),(1 B),-2439462.38
12M 2020,(1 B),(0 B),(2 B),-247172.66
12M 2021,(6 B),(17 B),(23 B),-28.74
12M 2022,(11 B),(1 B),(12 B),-14.39
12M 2023,4 B,(1 B),3 B,3.67
12M 2024,(10 B),(0 B),(10 B),-12.24
