Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Pembiayaan,Piutang Retensi,Pihak Ketiga,Pihak Berelasi,Total Piutang Retensi,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Piutang Pihak Berelasi,Aset Pajak Tangguhan,Properti Investasi,Aset Tetap,Goodwill,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Cukai,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,18274576702.000000,,9954973879.000000,6262782040.000000,3692191839.000000,9954973879.000000,,,,,,56492156.000000,56492156.000000,,56492156.000000,,6589606357.000000,34875649094.000000,,,30064698846.000000,399440500.000000,,4222991793.000000,,,131821230283.000000,166508361422.000000,201384010516.000000,,,53454436872.000000,317491149.000000,,795920635.000000,3571029400.000000,4366950035.000000,,609106404.000000,,609106404.000000,20249526100.000000,12855857301.000000,,15055505883.000000,53454436872.000000,1597762000.000000,,,1597762000.000000,1597762000.000000,55052198872.000000,,10500000000.000000,100000000.000000,129208182534.000000,2100000000.000000,127108182534.000000,129208182534.000000,,6523629109.000000,146331811643.000000,201384010515.000000,10500.000000
12M 2018,,,251446210669.000000,,52103224605.000000,29404556680.000000,22698667925.000000,52103224605.000000,,,,,,4965782244.000000,4551317142.000000,414465102.000000,4965782244.000000,,22387509994.000000,330902727512.000000,,,15204880782.000000,349753000.000000,117492773111.000000,714851306573.000000,,,202024514059.000000,1049923227525.000000,1380825955037.000000,,,35527012439.000000,,,3687734922.000000,258317949.000000,3946052871.000000,,1888350332.000000,,1888350332.000000,2474975479.000000,11188329196.000000,,16029304561.000000,35527012439.000000,1399012000.000000,,,1399012000.000000,1399012000.000000,36926024439.000000,,951121700000.000000,153685174076.000000,238257250182.000000,2100000000.000000,236157250182.000000,238257250182.000000,1001019339.000000,-165213000.000000,1343899930597.000000,1380825955036.000000,9511217000.000000
12M 2019,,,178303837789.000000,,70469004704.000000,45560029830.000000,24908974874.000000,70469004704.000000,,,,,,901194748.000000,485384660.000000,415810088.000000,901194748.000000,,36168627747.000000,285842664988.000000,,4288847108.000000,31271178820.000000,479586250.000000,111362715385.000000,770704421832.000000,,272693020.000000,236813814719.000000,1155193257134.000000,1441035922122.000000,,,22346446482.000000,,,5403118373.000000,,5403118373.000000,,2189212498.000000,,2189212498.000000,76607428.000000,2307340040.000000,,12370168143.000000,22346446482.000000,3864535870.000000,1946190870.000000,,1918345000.000000,3864535870.000000,26210982352.000000,,951121700000.000000,153685174076.000000,299221868927.000000,7100000000.000000,292121868927.000000,299221868927.000000,10993114519.000000,-196917750.000000,1414824939772.000000,1441035922124.000000,9511217000.000000
12M 2020,,,121408368032.000000,,22444583899.000000,7211836614.000000,15232747285.000000,22444583899.000000,,,,,,1378569501.000000,1378569501.000000,,1378569501.000000,,45490167336.000000,190721688768.000000,,,26000000000.000000,811216090.000000,105232657657.000000,765309628005.000000,,292153708.000000,265162645708.000000,1162808301168.000000,1353529989936.000000,,,18047048525.000000,,,4666115303.000000,,4666115303.000000,,2379694617.000000,,2379694617.000000,21034470.000000,2409072063.000000,,8571132072.000000,18047048525.000000,3949525541.000000,1817780541.000000,,2131745000.000000,3949525541.000000,21996574066.000000,,951121700000.000000,153685174076.000000,242261884103.000000,12100000000.000000,230161884103.000000,242261884103.000000,9156578191.000000,-24691920500.000000,1331533415870.000000,1353529989936.000000,9511217000.000000
12M 2021,,,83004957650.000000,,68229068050.000000,51708537369.000000,16520530681.000000,68229068050.000000,,,,,,214325784.000000,214325784.000000,,214325784.000000,,32553120780.000000,184001472264.000000,,,,6184420.000000,99102599930.000000,752589438121.000000,,193542239.000000,273821883150.000000,1125713647860.000000,1309715120124.000000,,,41891954034.000000,,,3769630771.000000,,3769630771.000000,,4624855217.000000,,4624855217.000000,45317933.000000,876189944.000000,,32575960169.000000,41891954034.000000,9604298925.000000,1107641812.000000,5996388113.000000,2500269000.000000,9604298925.000000,51496252959.000000,,951121700000.000000,153685174076.000000,172925114449.000000,17100000000.000000,155825114449.000000,172925114449.000000,5622233819.000000,-25135355180.000000,1258218867164.000000,1309715120123.000000,9511217000.000000
12M 2022,,,405037354431.000000,,52569643781.000000,38027665898.000000,14541977883.000000,52569643781.000000,,,,,,104062404.000000,104062404.000000,,104062404.000000,,46424041729.000000,504135102345.000000,,,,31292800.000000,92972542202.000000,713812662640.000000,,94930770.000000,304365815816.000000,1111277244228.000000,1615412346573.000000,,,68035800632.000000,,,7350563914.000000,,7350563914.000000,,6912008595.000000,,6912008595.000000,63110151.000000,20687434707.000000,,33022683265.000000,68035800632.000000,8567661942.000000,992889813.000000,4964440129.000000,2610332000.000000,8567661942.000000,76603462574.000000,,951121700000.000000,253271580443.000000,332913911581.000000,17100000000.000000,315813911581.000000,332913911581.000000,1739160815.000000,-237468840.000000,1538808883999.000000,1615412346573.000000,9511217000.000000
12M 2023,,,518029502195.000000,,36519191249.000000,23399182957.000000,13120008292.000000,36519191249.000000,,,,,,,,,,,74058822466.000000,628607515910.000000,,,,4719767.000000,86842484475.000000,693135992685.000000,,,304312563860.000000,1084295760787.000000,1712903276697.000000,,,63337921513.000000,,,3454805028.000000,,3454805028.000000,,10887141757.000000,,10887141757.000000,67963927.000000,16545606329.000000,,32382404472.000000,63337921513.000000,20320254741.000000,992889813.000000,16098172349.000000,3229192579.000000,20320254741.000000,83658176254.000000,,951121700000.000000,253271580443.000000,429551635434.000000,17100000000.000000,412451635434.000000,429551635434.000000,-225784676.000000,-4474030762.000000,1629245100439.000000,1712903276693.000000,9511217000.000000
12M 2024,,,372089069098.000000,,69733397561.000000,59612975196.000000,10120422365.000000,69733397561.000000,,,,,,4485367005.000000,4485367005.000000,,4485367005.000000,505070855255.000000,95649665035.000000,1047028353954.000000,,,,128244527083.000000,80712426747.000000,929206303489.000000,,1096619607595.000000,655497366315.000000,2890280231229.000000,3937308585183.000000,,,470215576925.000000,224320000000.000000,,77326008867.000000,,77326008867.000000,,20863420104.000000,,20863420104.000000,24920542350.000000,14061111652.000000,,108724493952.000000,470215576925.000000,756069641297.000000,992889813.000000,22757852153.000000,732318899331.000000,756069641297.000000,1226285218222.000000,,989778796200.000000,1359045514857.000000,227236830458.000000,22100000000.000000,205136830458.000000,227236830458.000000,138536553603.000000,-3574328160.000000,2711023366958.000000,3937308585180.000000,9897787962.000000
